MediaMasterID,MediaTypeID,ConstituentID,ConstituentTypeID,Role,RoleID,DisplayName,DisplayDate,Remarks,ThumbPathName,ThumbFileName,ArchIDNum
14160,1,1104,1,Photographer,11,George Andrew Reisner,"American, 1867–1942","Egyptologist, archaeologist; Referred to as ""the doctor"" and ""mudir"" (Arabic for ""director"") in the excavation records.  Nationality and life dates from Who was Who in Egyptology.",https://nrs.harvard.edu,urn-3:FHCL:38025575?width=170&height=170,460356231
14161,1,1104,1,Photographer,11,George Andrew Reisner,"American, 1867–1942","Egyptologist, archaeologist; Referred to as ""the doctor"" and ""mudir"" (Arabic for ""director"") in the excavation records.  Nationality and life dates from Who was Who in Egyptology.",https://nrs.harvard.edu,urn-3:FHCL:38025577?width=170&height=170,460356231
14162,1,1104,1,Photographer,11,George Andrew Reisner,"American, 1867–1942","Egyptologist, archaeologist; Referred to as ""the doctor"" and ""mudir"" (Arabic for ""director"") in the excavation records.  Nationality and life dates from Who was Who in Egyptology.",https://nrs.harvard.edu,urn-3:FHCL:38025519?width=170&height=170,460356231
14163,1,1104,1,Photographer,11,George Andrew Reisner,"American, 1867–1942","Egyptologist, archaeologist; Referred to as ""the doctor"" and ""mudir"" (Arabic for ""director"") in the excavation records.  Nationality and life dates from Who was Who in Egyptology.",https://nrs.harvard.edu,urn-3:FHCL:38025521?width=170&height=170,460356231
14164,1,1104,1,Photographer,11,George Andrew Reisner,"American, 1867–1942","Egyptologist, archaeologist; Referred to as ""the doctor"" and ""mudir"" (Arabic for ""director"") in the excavation records.  Nationality and life dates from Who was Who in Egyptology.",https://nrs.harvard.edu,urn-3:FHCL:38025523?width=170&height=170,460356231
14165,1,1104,1,Photographer,11,George Andrew Reisner,"American, 1867–1942","Egyptologist, archaeologist; Referred to as ""the doctor"" and ""mudir"" (Arabic for ""director"") in the excavation records.  Nationality and life dates from Who was Who in Egyptology.",https://nrs.harvard.edu,urn-3:FHCL:38025525?width=170&height=170,460356231
14166,1,1104,1,Photographer,11,George Andrew Reisner,"American, 1867–1942","Egyptologist, archaeologist; Referred to as ""the doctor"" and ""mudir"" (Arabic for ""director"") in the excavation records.  Nationality and life dates from Who was Who in Egyptology.",https://nrs.harvard.edu,urn-3:FHCL:38025527?width=170&height=170,460356231
14167,1,1104,1,Photographer,11,George Andrew Reisner,"American, 1867–1942","Egyptologist, archaeologist; Referred to as ""the doctor"" and ""mudir"" (Arabic for ""director"") in the excavation records.  Nationality and life dates from Who was Who in Egyptology.",https://nrs.harvard.edu,urn-3:FHCL:38025529?width=170&height=170,460356231
14168,1,1104,1,Photographer,11,George Andrew Reisner,"American, 1867–1942","Egyptologist, archaeologist; Referred to as ""the doctor"" and ""mudir"" (Arabic for ""director"") in the excavation records.  Nationality and life dates from Who was Who in Egyptology.",https://nrs.harvard.edu,urn-3:FHCL:38025533?width=170&height=170,460356231
14169,1,1104,1,Photographer,11,George Andrew Reisner,"American, 1867–1942","Egyptologist, archaeologist; Referred to as ""the doctor"" and ""mudir"" (Arabic for ""director"") in the excavation records.  Nationality and life dates from Who was Who in Egyptology.",https://nrs.harvard.edu,urn-3:FHCL:38025535?width=170&height=170,460356231
14170,1,1104,1,Photographer,11,George Andrew Reisner,"American, 1867–1942","Egyptologist, archaeologist; Referred to as ""the doctor"" and ""mudir"" (Arabic for ""director"") in the excavation records.  Nationality and life dates from Who was Who in Egyptology.",https://nrs.harvard.edu,urn-3:FHCL:38025537?width=170&height=170,460356231
14171,1,1104,1,Photographer,11,George Andrew Reisner,"American, 1867–1942","Egyptologist, archaeologist; Referred to as ""the doctor"" and ""mudir"" (Arabic for ""director"") in the excavation records.  Nationality and life dates from Who was Who in Egyptology.",https://nrs.harvard.edu,urn-3:FHCL:38025539?width=170&height=170,460356231
14172,1,1104,1,Photographer,11,George Andrew Reisner,"American, 1867–1942","Egyptologist, archaeologist; Referred to as ""the doctor"" and ""mudir"" (Arabic for ""director"") in the excavation records.  Nationality and life dates from Who was Who in Egyptology.",https://nrs.harvard.edu,urn-3:FHCL:38025541?width=170&height=170,460356231
14173,1,1104,1,Photographer,11,George Andrew Reisner,"American, 1867–1942","Egyptologist, archaeologist; Referred to as ""the doctor"" and ""mudir"" (Arabic for ""director"") in the excavation records.  Nationality and life dates from Who was Who in Egyptology.",https://nrs.harvard.edu,urn-3:FHCL:38025543?width=170&height=170,460356231
14174,1,1104,1,Photographer,11,George Andrew Reisner,"American, 1867–1942","Egyptologist, archaeologist; Referred to as ""the doctor"" and ""mudir"" (Arabic for ""director"") in the excavation records.  Nationality and life dates from Who was Who in Egyptology.",https://nrs.harvard.edu,urn-3:FHCL:38025545?width=170&height=170,460356231
14175,1,1104,1,Photographer,11,George Andrew Reisner,"American, 1867–1942","Egyptologist, archaeologist; Referred to as ""the doctor"" and ""mudir"" (Arabic for ""director"") in the excavation records.  Nationality and life dates from Who was Who in Egyptology.",https://nrs.harvard.edu,urn-3:FHCL:38025547?width=170&height=170,460356231
14176,1,938,1,Photographer,11,Arthur Cruttenden Mace,"British, 1874–1928",Egyptologist.  Nationality and life dates from Who was Who in Egyptology.,https://nrs.harvard.edu,urn-3:FHCL:38591654?width=170&height=170,460504618
14177,1,938,1,Photographer,11,Arthur Cruttenden Mace,"British, 1874–1928",Egyptologist.  Nationality and life dates from Who was Who in Egyptology.,https://nrs.harvard.edu,urn-3:FHCL:38591656?width=170&height=170,460504618
14178,1,1104,1,Photographer,11,George Andrew Reisner,"American, 1867–1942","Egyptologist, archaeologist; Referred to as ""the doctor"" and ""mudir"" (Arabic for ""director"") in the excavation records.  Nationality and life dates from Who was Who in Egyptology.",https://nrs.harvard.edu,urn-3:FHCL:38557251?width=170&height=170,460356231
14179,1,1104,1,Photographer,11,George Andrew Reisner,"American, 1867–1942","Egyptologist, archaeologist; Referred to as ""the doctor"" and ""mudir"" (Arabic for ""director"") in the excavation records.  Nationality and life dates from Who was Who in Egyptology.",https://nrs.harvard.edu,urn-3:FHCL:38557256?width=170&height=170,460356231
14180,1,1104,1,Photographer,11,George Andrew Reisner,"American, 1867–1942","Egyptologist, archaeologist; Referred to as ""the doctor"" and ""mudir"" (Arabic for ""director"") in the excavation records.  Nationality and life dates from Who was Who in Egyptology.",https://nrs.harvard.edu,urn-3:FHCL:38557265?width=170&height=170,460356231
14181,1,1104,1,Photographer,11,George Andrew Reisner,"American, 1867–1942","Egyptologist, archaeologist; Referred to as ""the doctor"" and ""mudir"" (Arabic for ""director"") in the excavation records.  Nationality and life dates from Who was Who in Egyptology.",https://nrs.harvard.edu,urn-3:FHCL:38557273?width=170&height=170,460356231
14182,1,1104,1,Photographer,11,George Andrew Reisner,"American, 1867–1942","Egyptologist, archaeologist; Referred to as ""the doctor"" and ""mudir"" (Arabic for ""director"") in the excavation records.  Nationality and life dates from Who was Who in Egyptology.",https://nrs.harvard.edu,urn-3:FHCL:38557281?width=170&height=170,460356231
14183,1,1104,1,Photographer,11,George Andrew Reisner,"American, 1867–1942","Egyptologist, archaeologist; Referred to as ""the doctor"" and ""mudir"" (Arabic for ""director"") in the excavation records.  Nationality and life dates from Who was Who in Egyptology.",https://nrs.harvard.edu,urn-3:FHCL:38557290?width=170&height=170,460356231
14184,1,1104,1,Photographer,11,George Andrew Reisner,"American, 1867–1942","Egyptologist, archaeologist; Referred to as ""the doctor"" and ""mudir"" (Arabic for ""director"") in the excavation records.  Nationality and life dates from Who was Who in Egyptology.",https://nrs.harvard.edu,urn-3:FHCL:38557298?width=170&height=170,460356231
14185,1,1104,1,Photographer,11,George Andrew Reisner,"American, 1867–1942","Egyptologist, archaeologist; Referred to as ""the doctor"" and ""mudir"" (Arabic for ""director"") in the excavation records.  Nationality and life dates from Who was Who in Egyptology.",https://nrs.harvard.edu,urn-3:FHCL:38557307?width=170&height=170,460356231
14186,1,1104,1,Photographer,11,George Andrew Reisner,"American, 1867–1942","Egyptologist, archaeologist; Referred to as ""the doctor"" and ""mudir"" (Arabic for ""director"") in the excavation records.  Nationality and life dates from Who was Who in Egyptology.",https://nrs.harvard.edu,urn-3:FHCL:38557315?width=170&height=170,460356231
14187,1,1104,1,Photographer,11,George Andrew Reisner,"American, 1867–1942","Egyptologist, archaeologist; Referred to as ""the doctor"" and ""mudir"" (Arabic for ""director"") in the excavation records.  Nationality and life dates from Who was Who in Egyptology.",https://nrs.harvard.edu,urn-3:FHCL:38557323?width=170&height=170,460356231
14188,1,1104,1,Photographer,11,George Andrew Reisner,"American, 1867–1942","Egyptologist, archaeologist; Referred to as ""the doctor"" and ""mudir"" (Arabic for ""director"") in the excavation records.  Nationality and life dates from Who was Who in Egyptology.",https://nrs.harvard.edu,urn-3:FHCL:38025507?width=170&height=170,460356231
14189,1,1104,1,Photographer,11,George Andrew Reisner,"American, 1867–1942","Egyptologist, archaeologist; Referred to as ""the doctor"" and ""mudir"" (Arabic for ""director"") in the excavation records.  Nationality and life dates from Who was Who in Egyptology.",https://nrs.harvard.edu,urn-3:FHCL:38025509?width=170&height=170,460356231
14190,1,1104,1,Photographer,11,George Andrew Reisner,"American, 1867–1942","Egyptologist, archaeologist; Referred to as ""the doctor"" and ""mudir"" (Arabic for ""director"") in the excavation records.  Nationality and life dates from Who was Who in Egyptology.",https://nrs.harvard.edu,urn-3:FHCL:38025511?width=170&height=170,460356231
14191,1,1104,1,Photographer,11,George Andrew Reisner,"American, 1867–1942","Egyptologist, archaeologist; Referred to as ""the doctor"" and ""mudir"" (Arabic for ""director"") in the excavation records.  Nationality and life dates from Who was Who in Egyptology.",https://nrs.harvard.edu,urn-3:FHCL:38025513?width=170&height=170,460356231
14192,1,1104,1,Photographer,11,George Andrew Reisner,"American, 1867–1942","Egyptologist, archaeologist; Referred to as ""the doctor"" and ""mudir"" (Arabic for ""director"") in the excavation records.  Nationality and life dates from Who was Who in Egyptology.",https://nrs.harvard.edu,urn-3:FHCL:38025515?width=170&height=170,460356231
14193,1,1104,1,Photographer,11,George Andrew Reisner,"American, 1867–1942","Egyptologist, archaeologist; Referred to as ""the doctor"" and ""mudir"" (Arabic for ""director"") in the excavation records.  Nationality and life dates from Who was Who in Egyptology.",https://nrs.harvard.edu,urn-3:FHCL:38025517?width=170&height=170,460356231
14194,1,1104,1,Photographer,11,George Andrew Reisner,"American, 1867–1942","Egyptologist, archaeologist; Referred to as ""the doctor"" and ""mudir"" (Arabic for ""director"") in the excavation records.  Nationality and life dates from Who was Who in Egyptology.",https://nrs.harvard.edu,urn-3:FHCL:38555658?width=170&height=170,460356231
14195,1,1104,1,Photographer,11,George Andrew Reisner,"American, 1867–1942","Egyptologist, archaeologist; Referred to as ""the doctor"" and ""mudir"" (Arabic for ""director"") in the excavation records.  Nationality and life dates from Who was Who in Egyptology.",https://nrs.harvard.edu,urn-3:FHCL:38555660?width=170&height=170,460356231
14196,1,1104,1,Photographer,11,George Andrew Reisner,"American, 1867–1942","Egyptologist, archaeologist; Referred to as ""the doctor"" and ""mudir"" (Arabic for ""director"") in the excavation records.  Nationality and life dates from Who was Who in Egyptology.",https://nrs.harvard.edu,urn-3:FHCL:38555662?width=170&height=170,460356231
14197,1,1104,1,Photographer,11,George Andrew Reisner,"American, 1867–1942","Egyptologist, archaeologist; Referred to as ""the doctor"" and ""mudir"" (Arabic for ""director"") in the excavation records.  Nationality and life dates from Who was Who in Egyptology.",https://nrs.harvard.edu,urn-3:FHCL:38555664?width=170&height=170,460356231
14198,1,1104,1,Photographer,11,George Andrew Reisner,"American, 1867–1942","Egyptologist, archaeologist; Referred to as ""the doctor"" and ""mudir"" (Arabic for ""director"") in the excavation records.  Nationality and life dates from Who was Who in Egyptology.",https://nrs.harvard.edu,urn-3:FHCL:38555666?width=170&height=170,460356231
14199,1,1104,1,Photographer,11,George Andrew Reisner,"American, 1867–1942","Egyptologist, archaeologist; Referred to as ""the doctor"" and ""mudir"" (Arabic for ""director"") in the excavation records.  Nationality and life dates from Who was Who in Egyptology.",https://nrs.harvard.edu,urn-3:FHCL:38555668?width=170&height=170,460356231
14200,1,1104,1,Photographer,11,George Andrew Reisner,"American, 1867–1942","Egyptologist, archaeologist; Referred to as ""the doctor"" and ""mudir"" (Arabic for ""director"") in the excavation records.  Nationality and life dates from Who was Who in Egyptology.",https://nrs.harvard.edu,urn-3:FHCL:38555670?width=170&height=170,460356231
14201,1,1104,1,Photographer,11,George Andrew Reisner,"American, 1867–1942","Egyptologist, archaeologist; Referred to as ""the doctor"" and ""mudir"" (Arabic for ""director"") in the excavation records.  Nationality and life dates from Who was Who in Egyptology.",https://nrs.harvard.edu,urn-3:FHCL:38555900?width=170&height=170,460356231
14202,1,1104,1,Photographer,11,George Andrew Reisner,"American, 1867–1942","Egyptologist, archaeologist; Referred to as ""the doctor"" and ""mudir"" (Arabic for ""director"") in the excavation records.  Nationality and life dates from Who was Who in Egyptology.",https://nrs.harvard.edu,urn-3:FHCL:38555902?width=170&height=170,460356231
14203,1,1104,1,Photographer,11,George Andrew Reisner,"American, 1867–1942","Egyptologist, archaeologist; Referred to as ""the doctor"" and ""mudir"" (Arabic for ""director"") in the excavation records.  Nationality and life dates from Who was Who in Egyptology.",https://nrs.harvard.edu,urn-3:FHCL:38555904?width=170&height=170,460356231
14204,1,1104,1,Photographer,11,George Andrew Reisner,"American, 1867–1942","Egyptologist, archaeologist; Referred to as ""the doctor"" and ""mudir"" (Arabic for ""director"") in the excavation records.  Nationality and life dates from Who was Who in Egyptology.",https://nrs.harvard.edu,urn-3:FHCL:38555906?width=170&height=170,460356231
14205,1,938,1,Photographer,11,Arthur Cruttenden Mace,"British, 1874–1928",Egyptologist.  Nationality and life dates from Who was Who in Egyptology.,https://nrs.harvard.edu,urn-3:FHCL:38591646?width=170&height=170,460504618
14206,1,938,1,Photographer,11,Arthur Cruttenden Mace,"British, 1874–1928",Egyptologist.  Nationality and life dates from Who was Who in Egyptology.,https://nrs.harvard.edu,urn-3:FHCL:38591648?width=170&height=170,460504618
14207,1,938,1,Photographer,11,Arthur Cruttenden Mace,"British, 1874–1928",Egyptologist.  Nationality and life dates from Who was Who in Egyptology.,https://nrs.harvard.edu,urn-3:FHCL:38591650?width=170&height=170,460504618
14208,1,1104,1,Photographer,11,George Andrew Reisner,"American, 1867–1942","Egyptologist, archaeologist; Referred to as ""the doctor"" and ""mudir"" (Arabic for ""director"") in the excavation records.  Nationality and life dates from Who was Who in Egyptology.",https://nrs.harvard.edu,urn-3:FHCL:38555908?width=170&height=170,460356231
14209,1,1104,1,Photographer,11,George Andrew Reisner,"American, 1867–1942","Egyptologist, archaeologist; Referred to as ""the doctor"" and ""mudir"" (Arabic for ""director"") in the excavation records.  Nationality and life dates from Who was Who in Egyptology.",https://nrs.harvard.edu,urn-3:FHCL:38555910?width=170&height=170,460356231
14210,1,1104,1,Photographer,11,George Andrew Reisner,"American, 1867–1942","Egyptologist, archaeologist; Referred to as ""the doctor"" and ""mudir"" (Arabic for ""director"") in the excavation records.  Nationality and life dates from Who was Who in Egyptology.",https://nrs.harvard.edu,urn-3:FHCL:38555912?width=170&height=170,460356231
14211,1,1104,1,Photographer,11,George Andrew Reisner,"American, 1867–1942","Egyptologist, archaeologist; Referred to as ""the doctor"" and ""mudir"" (Arabic for ""director"") in the excavation records.  Nationality and life dates from Who was Who in Egyptology.",https://nrs.harvard.edu,urn-3:FHCL:38555914?width=170&height=170,460356231
14212,1,1104,1,Photographer,11,George Andrew Reisner,"American, 1867–1942","Egyptologist, archaeologist; Referred to as ""the doctor"" and ""mudir"" (Arabic for ""director"") in the excavation records.  Nationality and life dates from Who was Who in Egyptology.",https://nrs.harvard.edu,urn-3:FHCL:38555916?width=170&height=170,460356231
14213,1,938,1,Photographer,11,Arthur Cruttenden Mace,"British, 1874–1928",Egyptologist.  Nationality and life dates from Who was Who in Egyptology.,https://nrs.harvard.edu,urn-3:FHCL:38026145?width=170&height=170,460504618
14214,1,938,1,Photographer,11,Arthur Cruttenden Mace,"British, 1874–1928",Egyptologist.  Nationality and life dates from Who was Who in Egyptology.,https://nrs.harvard.edu,urn-3:FHCL:38026147?width=170&height=170,460504618
14215,1,938,1,Photographer,11,Arthur Cruttenden Mace,"British, 1874–1928",Egyptologist.  Nationality and life dates from Who was Who in Egyptology.,https://nrs.harvard.edu,urn-3:FHCL:38026149?width=170&height=170,460504618
14216,1,938,1,Photographer,11,Arthur Cruttenden Mace,"British, 1874–1928",Egyptologist.  Nationality and life dates from Who was Who in Egyptology.,https://nrs.harvard.edu,urn-3:FHCL:38026151?width=170&height=170,460504618
14217,1,938,1,Photographer,11,Arthur Cruttenden Mace,"British, 1874–1928",Egyptologist.  Nationality and life dates from Who was Who in Egyptology.,https://nrs.harvard.edu,urn-3:FHCL:38026153?width=170&height=170,460504618
14218,1,1627,1,Photographer,11,Norman de Garis Davies,"British, 1865–1941",Egyptologist; husband of Nina de Garis Davies.  Nationality and life dates from Who was Who in Egyptology.,https://nrs.harvard.edu,urn-3:FHCL:38026155?width=170&height=170,460504618
14219,1,1627,1,Photographer,11,Norman de Garis Davies,"British, 1865–1941",Egyptologist; husband of Nina de Garis Davies.  Nationality and life dates from Who was Who in Egyptology.,https://nrs.harvard.edu,urn-3:FHCL:38026157?width=170&height=170,460504618
14224,1,1627,1,Photographer,11,Norman de Garis Davies,"British, 1865–1941",Egyptologist; husband of Nina de Garis Davies.  Nationality and life dates from Who was Who in Egyptology.,https://nrs.harvard.edu,urn-3:FHCL:38026159?width=170&height=170,460504618
14225,1,1104,1,Photographer,11,George Andrew Reisner,"American, 1867–1942","Egyptologist, archaeologist; Referred to as ""the doctor"" and ""mudir"" (Arabic for ""director"") in the excavation records.  Nationality and life dates from Who was Who in Egyptology.",https://nrs.harvard.edu,urn-3:FHCL:37834066?width=170&height=170,460356231
14226,1,929,1,Photographer,11,Said Ahmed Said [Diraz] (Reis),NULL,"Head Reis for the Harvard-MFA expedition, 1908–1926. In his ""A History of the Giza Necropolis I,"" George A Reisner described Said Ahmed Said as ""the most gifted foreman who ever worked for the expedition.""  Father of Mohammed Said Ahmed [Diraz] (Head Reis 1936–1939), Mahmud Said Ahmed [Diraz] (Translator), Ahmed Said Ahmed [Diraz]. Family name, Diraz, was supplied by Said Ahmed Said's grandsons in 2006.",https://nrs.harvard.edu,urn-3:FHCL:37834204?width=170&height=170,464182786
14227,1,1104,1,Photographer,11,George Andrew Reisner,"American, 1867–1942","Egyptologist, archaeologist; Referred to as ""the doctor"" and ""mudir"" (Arabic for ""director"") in the excavation records.  Nationality and life dates from Who was Who in Egyptology.",https://nrs.harvard.edu,urn-3:FHCL:38555654?width=170&height=170,460356231
14228,1,1104,1,Photographer,11,George Andrew Reisner,"American, 1867–1942","Egyptologist, archaeologist; Referred to as ""the doctor"" and ""mudir"" (Arabic for ""director"") in the excavation records.  Nationality and life dates from Who was Who in Egyptology.",https://nrs.harvard.edu,urn-3:FHCL:38555656?width=170&height=170,460356231
14229,1,1104,1,Photographer,11,George Andrew Reisner,"American, 1867–1942","Egyptologist, archaeologist; Referred to as ""the doctor"" and ""mudir"" (Arabic for ""director"") in the excavation records.  Nationality and life dates from Who was Who in Egyptology.",https://nrs.harvard.edu,urn-3:FHCL:38025847?width=170&height=170,460356231
14230,1,1104,1,Photographer,11,George Andrew Reisner,"American, 1867–1942","Egyptologist, archaeologist; Referred to as ""the doctor"" and ""mudir"" (Arabic for ""director"") in the excavation records.  Nationality and life dates from Who was Who in Egyptology.",https://nrs.harvard.edu,urn-3:FHCL:38025849?width=170&height=170,460356231
14231,1,1104,1,Photographer,11,George Andrew Reisner,"American, 1867–1942","Egyptologist, archaeologist; Referred to as ""the doctor"" and ""mudir"" (Arabic for ""director"") in the excavation records.  Nationality and life dates from Who was Who in Egyptology.",https://nrs.harvard.edu,urn-3:FHCL:38025851?width=170&height=170,460356231
14232,1,1104,1,Photographer,11,George Andrew Reisner,"American, 1867–1942","Egyptologist, archaeologist; Referred to as ""the doctor"" and ""mudir"" (Arabic for ""director"") in the excavation records.  Nationality and life dates from Who was Who in Egyptology.",https://nrs.harvard.edu,urn-3:FHCL:38025853?width=170&height=170,460356231
14233,1,938,1,Photographer,11,Arthur Cruttenden Mace,"British, 1874–1928",Egyptologist.  Nationality and life dates from Who was Who in Egyptology.,https://nrs.harvard.edu,urn-3:FHCL:38591638?width=170&height=170,460504618
14234,1,938,1,Photographer,11,Arthur Cruttenden Mace,"British, 1874–1928",Egyptologist.  Nationality and life dates from Who was Who in Egyptology.,https://nrs.harvard.edu,urn-3:FHCL:38591640?width=170&height=170,460504618
14235,1,938,1,Photographer,11,Arthur Cruttenden Mace,"British, 1874–1928",Egyptologist.  Nationality and life dates from Who was Who in Egyptology.,https://nrs.harvard.edu,urn-3:FHCL:38591642?width=170&height=170,460504618
14236,1,938,1,Photographer,11,Arthur Cruttenden Mace,"British, 1874–1928",Egyptologist.  Nationality and life dates from Who was Who in Egyptology.,https://nrs.harvard.edu,urn-3:FHCL:38026127?width=170&height=170,460504618
14237,1,938,1,Photographer,11,Arthur Cruttenden Mace,"British, 1874–1928",Egyptologist.  Nationality and life dates from Who was Who in Egyptology.,https://nrs.harvard.edu,urn-3:FHCL:38026129?width=170&height=170,460504618
14238,1,938,1,Photographer,11,Arthur Cruttenden Mace,"British, 1874–1928",Egyptologist.  Nationality and life dates from Who was Who in Egyptology.,https://nrs.harvard.edu,urn-3:FHCL:38026131?width=170&height=170,460504618
14239,1,938,1,Photographer,11,Arthur Cruttenden Mace,"British, 1874–1928",Egyptologist.  Nationality and life dates from Who was Who in Egyptology.,https://nrs.harvard.edu,urn-3:FHCL:38026133?width=170&height=170,460504618
14240,1,938,1,Photographer,11,Arthur Cruttenden Mace,"British, 1874–1928",Egyptologist.  Nationality and life dates from Who was Who in Egyptology.,https://nrs.harvard.edu,urn-3:FHCL:38026135?width=170&height=170,460504618
14241,1,938,1,Photographer,11,Arthur Cruttenden Mace,"British, 1874–1928",Egyptologist.  Nationality and life dates from Who was Who in Egyptology.,https://nrs.harvard.edu,urn-3:FHCL:38026137?width=170&height=170,460504618
14242,1,938,1,Photographer,11,Arthur Cruttenden Mace,"British, 1874–1928",Egyptologist.  Nationality and life dates from Who was Who in Egyptology.,https://nrs.harvard.edu,urn-3:FHCL:38026139?width=170&height=170,460504618
14243,1,938,1,Photographer,11,Arthur Cruttenden Mace,"British, 1874–1928",Egyptologist.  Nationality and life dates from Who was Who in Egyptology.,https://nrs.harvard.edu,urn-3:FHCL:38026141?width=170&height=170,460504618
14244,1,938,1,Photographer,11,Arthur Cruttenden Mace,"British, 1874–1928",Egyptologist.  Nationality and life dates from Who was Who in Egyptology.,https://nrs.harvard.edu,urn-3:FHCL:38026143?width=170&height=170,460504618
14245,1,1104,1,Photographer,11,George Andrew Reisner,"American, 1867–1942","Egyptologist, archaeologist; Referred to as ""the doctor"" and ""mudir"" (Arabic for ""director"") in the excavation records.  Nationality and life dates from Who was Who in Egyptology.",https://nrs.harvard.edu,urn-3:FHCL:37833392?width=170&height=170,460356231
14246,1,938,1,Photographer,11,Arthur Cruttenden Mace,"British, 1874–1928",Egyptologist.  Nationality and life dates from Who was Who in Egyptology.,https://nrs.harvard.edu,urn-3:FHCL:38591588?width=170&height=170,460504618
14247,1,938,1,Photographer,11,Arthur Cruttenden Mace,"British, 1874–1928",Egyptologist.  Nationality and life dates from Who was Who in Egyptology.,https://nrs.harvard.edu,urn-3:FHCL:38591632?width=170&height=170,460504618
14248,1,938,1,Photographer,11,Arthur Cruttenden Mace,"British, 1874–1928",Egyptologist.  Nationality and life dates from Who was Who in Egyptology.,https://nrs.harvard.edu,urn-3:FHCL:38591634?width=170&height=170,460504618
14249,1,1104,1,Photographer,11,George Andrew Reisner,"American, 1867–1942","Egyptologist, archaeologist; Referred to as ""the doctor"" and ""mudir"" (Arabic for ""director"") in the excavation records.  Nationality and life dates from Who was Who in Egyptology.",https://nrs.harvard.edu,urn-3:FHCL:37833397?width=170&height=170,460356231
14250,1,1104,1,Photographer,11,George Andrew Reisner,"American, 1867–1942","Egyptologist, archaeologist; Referred to as ""the doctor"" and ""mudir"" (Arabic for ""director"") in the excavation records.  Nationality and life dates from Who was Who in Egyptology.",https://nrs.harvard.edu,urn-3:FHCL:37833401?width=170&height=170,460356231
14251,1,1104,1,Photographer,11,George Andrew Reisner,"American, 1867–1942","Egyptologist, archaeologist; Referred to as ""the doctor"" and ""mudir"" (Arabic for ""director"") in the excavation records.  Nationality and life dates from Who was Who in Egyptology.",https://nrs.harvard.edu,urn-3:FHCL:37833405?width=170&height=170,460356231
14252,1,1104,1,Photographer,11,George Andrew Reisner,"American, 1867–1942","Egyptologist, archaeologist; Referred to as ""the doctor"" and ""mudir"" (Arabic for ""director"") in the excavation records.  Nationality and life dates from Who was Who in Egyptology.",https://nrs.harvard.edu,urn-3:FHCL:37833409?width=170&height=170,460356231
14253,1,1104,1,Photographer,11,George Andrew Reisner,"American, 1867–1942","Egyptologist, archaeologist; Referred to as ""the doctor"" and ""mudir"" (Arabic for ""director"") in the excavation records.  Nationality and life dates from Who was Who in Egyptology.",https://nrs.harvard.edu,urn-3:FHCL:37833416?width=170&height=170,460356231
14254,1,1104,1,Photographer,11,George Andrew Reisner,"American, 1867–1942","Egyptologist, archaeologist; Referred to as ""the doctor"" and ""mudir"" (Arabic for ""director"") in the excavation records.  Nationality and life dates from Who was Who in Egyptology.",https://nrs.harvard.edu,urn-3:FHCL:37833419?width=170&height=170,460356231
14255,1,1104,1,Photographer,11,George Andrew Reisner,"American, 1867–1942","Egyptologist, archaeologist; Referred to as ""the doctor"" and ""mudir"" (Arabic for ""director"") in the excavation records.  Nationality and life dates from Who was Who in Egyptology.",https://nrs.harvard.edu,urn-3:FHCL:37833423?width=170&height=170,460356231
14256,1,1104,1,Photographer,11,George Andrew Reisner,"American, 1867–1942","Egyptologist, archaeologist; Referred to as ""the doctor"" and ""mudir"" (Arabic for ""director"") in the excavation records.  Nationality and life dates from Who was Who in Egyptology.",https://nrs.harvard.edu,urn-3:FHCL:38025837?width=170&height=170,460356231
14257,1,1104,1,Photographer,11,George Andrew Reisner,"American, 1867–1942","Egyptologist, archaeologist; Referred to as ""the doctor"" and ""mudir"" (Arabic for ""director"") in the excavation records.  Nationality and life dates from Who was Who in Egyptology.",https://nrs.harvard.edu,urn-3:FHCL:38025839?width=170&height=170,460356231
14258,1,1104,1,Photographer,11,George Andrew Reisner,"American, 1867–1942","Egyptologist, archaeologist; Referred to as ""the doctor"" and ""mudir"" (Arabic for ""director"") in the excavation records.  Nationality and life dates from Who was Who in Egyptology.",https://nrs.harvard.edu,urn-3:FHCL:38025841?width=170&height=170,460356231
14259,1,1104,1,Photographer,11,George Andrew Reisner,"American, 1867–1942","Egyptologist, archaeologist; Referred to as ""the doctor"" and ""mudir"" (Arabic for ""director"") in the excavation records.  Nationality and life dates from Who was Who in Egyptology.",https://nrs.harvard.edu,urn-3:FHCL:38025843?width=170&height=170,460356231
14260,1,1104,1,Photographer,11,George Andrew Reisner,"American, 1867–1942","Egyptologist, archaeologist; Referred to as ""the doctor"" and ""mudir"" (Arabic for ""director"") in the excavation records.  Nationality and life dates from Who was Who in Egyptology.",https://nrs.harvard.edu,urn-3:FHCL:38025845?width=170&height=170,460356231
14261,1,1104,1,Photographer,11,George Andrew Reisner,"American, 1867–1942","Egyptologist, archaeologist; Referred to as ""the doctor"" and ""mudir"" (Arabic for ""director"") in the excavation records.  Nationality and life dates from Who was Who in Egyptology.",https://nrs.harvard.edu,urn-3:FHCL:38025461?width=170&height=170,460356231
