SiteID,ReferenceID,Title,BoilerText,DisplayDate,ThumbPathName,ThumbFileName,MainPathName,MainFileName
1000,95,"Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings III. Memphis (Giza pages only)","Porter, Bertha, and Rosalind L.B. Moss. <I>Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings </I>3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: <I>M</I>emphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974.",1974,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\library\,porter-moss_III_giza.jpg,Y:\\images\MFA-images\Giza\GizaImage\full\library\,porter-moss_III_giza.pdf
1000,174,Gli Scavi Italiani a el-Ghiza (1903),"Curto, Silvio. <I>Gli Scavi Italiani a el-Ghiza (1903)</I>. Rome: Centro Per Le Antichitá E La Storia Dell'Arte del Vicino Oriente, 1993.<I></I>",1993,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\library\,curto_gli_scavi.jpg,Y:\\images\MFA-images\Giza\GizaImage\full\library\,curto_gli_scavi.pdf
1000,282,Der Serdab in den Privatgräbern des Alten Reiches 2. Abbildungen,"Lehmann, Katja. <I>Der Serdab in den Privatgräbern des Alten Reiches</I> 2. Abbildungen. Ph.D. Dissertation, Universität Heidelberg, 2000.",2000,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\library\lehmann_serdabs\,lehmann_serdabs02.jpg,Y:\\images\MFA-images\Giza\GizaImage\full\library\lehmann_serdabs\,lehmann_serdabs02.pdf
1000,283,Der Serdab in den Privatgräbern des Alten Reiches 3. Katalog,"Lehmann, Katja. <I>Der Serdab in den Privatgräbern des Alten Reiches</I> 3. Katalog. Ph.D. Dissertation, Universität Heidelberg, 2000.<BR><BR>",2000,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\library\lehmann_serdabs\,lehmann_serdabs03.jpg,Y:\\images\MFA-images\Giza\GizaImage\full\library\lehmann_serdabs\,lehmann_serdabs03.pdf
1001,78,Der Serdab in den Privatgräbern des Alten Reiches 1. Text,"Lehmann, Katja. <I>Der Serdab in den Privatgräbern des Alten Reiches</I> 1. Text. Ph.D. Dissertation, Universität Heidelberg, 2000.",2000,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\library\lehmann_serdabs\,lehmann_serdabs01.jpg,Y:\\images\MFA-images\Giza\GizaImage\full\library\lehmann_serdabs\,lehmann_serdabs01.pdf
1001,95,"Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings III. Memphis (Giza pages only)","Porter, Bertha, and Rosalind L.B. Moss. <I>Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings </I>3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: <I>M</I>emphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974.",1974,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\library\,porter-moss_III_giza.jpg,Y:\\images\MFA-images\Giza\GizaImage\full\library\,porter-moss_III_giza.pdf
1001,282,Der Serdab in den Privatgräbern des Alten Reiches 2. Abbildungen,"Lehmann, Katja. <I>Der Serdab in den Privatgräbern des Alten Reiches</I> 2. Abbildungen. Ph.D. Dissertation, Universität Heidelberg, 2000.",2000,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\library\lehmann_serdabs\,lehmann_serdabs02.jpg,Y:\\images\MFA-images\Giza\GizaImage\full\library\lehmann_serdabs\,lehmann_serdabs02.pdf
1001,283,Der Serdab in den Privatgräbern des Alten Reiches 3. Katalog,"Lehmann, Katja. <I>Der Serdab in den Privatgräbern des Alten Reiches</I> 3. Katalog. Ph.D. Dissertation, Universität Heidelberg, 2000.<BR><BR>",2000,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\library\lehmann_serdabs\,lehmann_serdabs03.jpg,Y:\\images\MFA-images\Giza\GizaImage\full\library\lehmann_serdabs\,lehmann_serdabs03.pdf
1002,92,"Stationen: Beiträge zur Kulturgeschichte Ägyptens, pp. 115–34, The Problem of the Giza Slab Stelae","Manuelian, Peter Der. ""The Problem of the Giza Slab Stelae."" In Heike Guksch and Daniel Polz, eds. <I>Stationen. Beiträge zur Kulturgeschichte Ägyptens Rainer Stadelmann gewidmet</I>, Mainz: Philipp von Zabern, 1998, pp. 115-134.",1998,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\library\,manuelian_fs_stadelmann.jpg,Y:\\images\MFA-images\Giza\GizaImage\full\library\,manuelian_fs_stadelmann.pdf
1002,94,Slab Stelae of the Giza Necropolis,"Manuelian, Peter Der. <I>Slab Stelae of the Giza Necropolis. </I>Publications of the Pennsylvania-Yale Expedition to Egypt 7. New Haven &amp; Philadelphia: Peabody Museum of Natural History of Yale University &amp; University of Pennsylvania Museum of Archaeology and Anthropology, 2003.",2003,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\library\,manuelian_slab_stelae2003.jpg,Y:\\images\MFA-images\Giza\GizaImage\full\library\,manuelian_slab_stelae2003.pdf
1002,95,"Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings III. Memphis (Giza pages only)","Porter, Bertha, and Rosalind L.B. Moss. <I>Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings </I>3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: <I>M</I>emphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974.",1974,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\library\,porter-moss_III_giza.jpg,Y:\\images\MFA-images\Giza\GizaImage\full\library\,porter-moss_III_giza.pdf
1002,99,"Bulletin of the Museum of Fine Arts, Boston 13, No. 76 (April 1915), pp. 29–36, ""Accessions to the Egyptian Department During 1914""","Reisner, George A. ""Accessions to the Egyptian Department During 1914."" <I>Bulletin of the Museum of Fine Arts, Boston </I>13, No. 76 (April 1915), pp. 29-36.",April 1915,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\library\bmfa_pdfs\,bmfa13_1915_29to36.jpg,Y:\\images\MFA-images\Giza\GizaImage\full\library\bmfa_pdfs\,bmfa13_1915_29to36.pdf
1002,128,A History of the Giza Necropolis 1,"Reisner, George A. <I>A History of the Giza Necropolis</I> 1. Cambridge, MA: Harvard University Press, 1942.",1942,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\library\reisner_gn_books\giza_necropolis_1\,giza_necropolis_1.jpg,Y:\\images\MFA-images\Giza\GizaImage\full\library\reisner_gn_books\giza_necropolis_1\,giza_necropolis_1.pdf
1002,153,"Zeitschrift für Ägyptische Sprache und Altertumskunde 71 (1935), pp. 134-49, ""The Old Kingdom Linen List""","Smith, William Stevenson. ""The Old Kingdom Linen List."" <I>Zeitschrift für Ägyptische Sprache und Altertumskunde </I>71 (1935), pp. 134-149.",1935wrong link,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\library\,smith_zaes_71_1935.jpg,Y:\\images\MFA-images\Giza\GizaImage\full\library\,smith_zaes_71_1935.pdf
1002,215,History of Egyptian Sculpture and Painting in the Old Kingdom,"Smith, William Stevenson. <I>A History of Egyptian Sculpture and Painting in the Old Kingdom</I>. 2nd. ed. London: Geoffrey Cumberlege, Oxford University Press on behalf of the Museum of Fine Arts, Boston, 1949.",1949,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\library\,smith_hespok.jpg,Y:\\images\MFA-images\Giza\GizaImage\full\library,smith_hespok.pdf
1002,249,"Archiv Orientální 70, No. 3 (August 2002), pp. 337-350, ""Aspects of Mastaba Development: The Position of Shafts and the Identification of Tomb Owners""","Jánosi, Peter. ""Aspects of Mastaba Development: The Position of Shafts and the Identification of Tomb Owners."" In Filip Coppens, ed. A<I>busir and Saqqara in the year 2001. </I>Proceedings of the Symposium (Prague, September 25th-27th, 2001)<I>.</I> <I>Archiv Orientální </I>70, No. 3 (August 2002). Prague: Oriental Institute, Academy of Sciences of the Czech Republic, pp. 337-350.",2002,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\library\,janosi_archiv_or_70.jpg,Y:\\images\MFA-images\Giza\GizaImage\full\library\,janosi_archiv_or_70.pdf
1002,269,"The Old Kingdom Art and Archaeology, pp. 119-126, ""The Iconography of the Princess in the Old Kingdom""","Callender, Vivienne Gae. ""The Iconography of the Princess in the Old Kingdom."" In Miroslav Bárta, ed. <I>The Old Kingdom Art and Archaeology</I>. <I>Proceedings of the Conference held in Prague, May 31-June 4, 2004.</I> Prague: Czech Institute of Egyptology, 2006, pp. 119-126.",2006,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\library\OKAA\,callender_okaa_2006.jpg,Y:\\images\MFA-images\Giza\GizaImage\full\library\OKAA\,callender_okaa_2006.pdf
1004,92,"Stationen: Beiträge zur Kulturgeschichte Ägyptens, pp. 115–34, The Problem of the Giza Slab Stelae","Manuelian, Peter Der. ""The Problem of the Giza Slab Stelae."" In Heike Guksch and Daniel Polz, eds. <I>Stationen. Beiträge zur Kulturgeschichte Ägyptens Rainer Stadelmann gewidmet</I>, Mainz: Philipp von Zabern, 1998, pp. 115-134.",1998,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\library\,manuelian_fs_stadelmann.jpg,Y:\\images\MFA-images\Giza\GizaImage\full\library\,manuelian_fs_stadelmann.pdf
1004,94,Slab Stelae of the Giza Necropolis,"Manuelian, Peter Der. <I>Slab Stelae of the Giza Necropolis. </I>Publications of the Pennsylvania-Yale Expedition to Egypt 7. New Haven &amp; Philadelphia: Peabody Museum of Natural History of Yale University &amp; University of Pennsylvania Museum of Archaeology and Anthropology, 2003.",2003,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\library\,manuelian_slab_stelae2003.jpg,Y:\\images\MFA-images\Giza\GizaImage\full\library\,manuelian_slab_stelae2003.pdf
1004,95,"Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings III. Memphis (Giza pages only)","Porter, Bertha, and Rosalind L.B. Moss. <I>Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings </I>3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: <I>M</I>emphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974.",1974,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\library\,porter-moss_III_giza.jpg,Y:\\images\MFA-images\Giza\GizaImage\full\library\,porter-moss_III_giza.pdf
1004,153,"Zeitschrift für Ägyptische Sprache und Altertumskunde 71 (1935), pp. 134-49, ""The Old Kingdom Linen List""","Smith, William Stevenson. ""The Old Kingdom Linen List."" <I>Zeitschrift für Ägyptische Sprache und Altertumskunde </I>71 (1935), pp. 134-149.",1935wrong link,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\library\,smith_zaes_71_1935.jpg,Y:\\images\MFA-images\Giza\GizaImage\full\library\,smith_zaes_71_1935.pdf
1004,154,"American Journal of Archaeology 46 (1942), pp. 509–531, ""The Origin of Some Unidentified Old Kingdom Reliefs""","Smith, William Stevenson. ""The Origin of Some Unidentified Old Kingdom Reliefs."" <I>American Journal of Archaeology</I> 46 (1942), pp. 509-531.",1942,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\library\,smith_aja_46_1942.jpg,Y:\\images\MFA-images\Giza\GizaImage\full\library\,smith_aja_46_1942.pdf
1004,214,Gîza 1: Die Mastabas der IV. Dynastie auf dem Westfriedhof,"Junker, Hermann. <I>Gîza 1. Die Mastabas der IV. Dynastie auf dem Westfriedhof</I>. Bericht über die von der Akademie der Wissenschaften in Wien auf gemeinsame Kosten mit Dr. Wilhelm Pelizaeus unternommenen Grabungen auf dem Friedhof des Alten Reiches bei den Pyramiden von Giza. Akademie der Wissenschaften in Wien Philosophisch-historische Klasse Denkschriften 69, Abhandlung 1. Vienna &amp; Leipzig: Hölder-Pichler-Tempsky, 1929.",1929,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\library\,junker_giza_1.jpg,Y:\\images\MFA-images\Giza\GizaImage\full\library\,junker_giza_1.pdf
1004,249,"Archiv Orientální 70, No. 3 (August 2002), pp. 337-350, ""Aspects of Mastaba Development: The Position of Shafts and the Identification of Tomb Owners""","Jánosi, Peter. ""Aspects of Mastaba Development: The Position of Shafts and the Identification of Tomb Owners."" In Filip Coppens, ed. A<I>busir and Saqqara in the year 2001. </I>Proceedings of the Symposium (Prague, September 25th-27th, 2001)<I>.</I> <I>Archiv Orientální </I>70, No. 3 (August 2002). Prague: Oriental Institute, Academy of Sciences of the Czech Republic, pp. 337-350.",2002,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\library\,janosi_archiv_or_70.jpg,Y:\\images\MFA-images\Giza\GizaImage\full\library\,janosi_archiv_or_70.pdf
1004,285,"Göttinger Miszellen 208 (2006), pp. 19-28, ""Zum Phänomen der Isolierten Speisetischtafel in der 4. Dynastie""","Fitzenreiter, Martin. ""Zum Phänomen der Isolierten Speisetischtafel in der 4. Dynastie."" <I>Göttinger Miszellen </I>208 (2006), pp. 19-28.",2006,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\library\,fitzenreiter_gm_208_2006.jpg,Y:\\images\MFA-images\Giza\GizaImage\full\library\,fitzenreiter_gm_208_2006.pdf
1005,94,Slab Stelae of the Giza Necropolis,"Manuelian, Peter Der. <I>Slab Stelae of the Giza Necropolis. </I>Publications of the Pennsylvania-Yale Expedition to Egypt 7. New Haven &amp; Philadelphia: Peabody Museum of Natural History of Yale University &amp; University of Pennsylvania Museum of Archaeology and Anthropology, 2003.",2003,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\library\,manuelian_slab_stelae2003.jpg,Y:\\images\MFA-images\Giza\GizaImage\full\library\,manuelian_slab_stelae2003.pdf
1005,95,"Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings III. Memphis (Giza pages only)","Porter, Bertha, and Rosalind L.B. Moss. <I>Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings </I>3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: <I>M</I>emphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974.",1974,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\library\,porter-moss_III_giza.jpg,Y:\\images\MFA-images\Giza\GizaImage\full\library\,porter-moss_III_giza.pdf
1005,214,Gîza 1: Die Mastabas der IV. Dynastie auf dem Westfriedhof,"Junker, Hermann. <I>Gîza 1. Die Mastabas der IV. Dynastie auf dem Westfriedhof</I>. Bericht über die von der Akademie der Wissenschaften in Wien auf gemeinsame Kosten mit Dr. Wilhelm Pelizaeus unternommenen Grabungen auf dem Friedhof des Alten Reiches bei den Pyramiden von Giza. Akademie der Wissenschaften in Wien Philosophisch-historische Klasse Denkschriften 69, Abhandlung 1. Vienna &amp; Leipzig: Hölder-Pichler-Tempsky, 1929.",1929,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\library\,junker_giza_1.jpg,Y:\\images\MFA-images\Giza\GizaImage\full\library\,junker_giza_1.pdf
1005,226,Gîza 9: Das Mittelfeld des Westfriedhofs,"Junker, Hermann. <I>Gîza 9. Das Mittelfeld des Westfriedhofs</I>. Bericht über die von der Akademie der Wissenschaften in Wien auf gemeinsame Kosten mit Dr. Wilhelm Pelizaeus unternommenen Grabungen auf dem Friedhof des Alten Reiches bei den Pyramiden von Giza. Akademie der Wissenschaften in Wien Philosophisch-historische Klasse Denkschriften 73, Abhandlung 2. Vienna: Rudolph M. Rohrer, 1950.",1950,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\library\,junker_giza_9.jpg,Y:\\images\MFA-images\Giza\GizaImage\full\library\,junker_giza_9.pdf
1006,99,"Bulletin of the Museum of Fine Arts, Boston 13, No. 76 (April 1915), pp. 29–36, ""Accessions to the Egyptian Department During 1914""","Reisner, George A. ""Accessions to the Egyptian Department During 1914."" <I>Bulletin of the Museum of Fine Arts, Boston </I>13, No. 76 (April 1915), pp. 29-36.",April 1915,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\library\bmfa_pdfs\,bmfa13_1915_29to36.jpg,Y:\\images\MFA-images\Giza\GizaImage\full\library\bmfa_pdfs\,bmfa13_1915_29to36.pdf
1007,95,"Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings III. Memphis (Giza pages only)","Porter, Bertha, and Rosalind L.B. Moss. <I>Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings </I>3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: <I>M</I>emphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974.",1974,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\library\,porter-moss_III_giza.jpg,Y:\\images\MFA-images\Giza\GizaImage\full\library\,porter-moss_III_giza.pdf
1007,99,"Bulletin of the Museum of Fine Arts, Boston 13, No. 76 (April 1915), pp. 29–36, ""Accessions to the Egyptian Department During 1914""","Reisner, George A. ""Accessions to the Egyptian Department During 1914."" <I>Bulletin of the Museum of Fine Arts, Boston </I>13, No. 76 (April 1915), pp. 29-36.",April 1915,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\library\bmfa_pdfs\,bmfa13_1915_29to36.jpg,Y:\\images\MFA-images\Giza\GizaImage\full\library\bmfa_pdfs\,bmfa13_1915_29to36.pdf
1007,106,"Bulletin of the Museum of Fine Arts, Boston 36, No. 214 (April 1938), pp. 26–32, ""Note on Objects Assigned to the Museum by the Egyptian Government""","Reisner, George A. ""Note on Objects Assigned to the Museum by the Egyptian Government."" <I>Bulletin of the Museum of Fine Arts, Boston</I> 36, No. 214 (April 1938), pp. 26-32.",April 1938,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\library\bmfa_pdfs\,bmfa36_1938_26to32.jpg,Y:\\images\MFA-images\Giza\GizaImage\full\library\bmfa_pdfs\,bmfa36_1938_26to32.pdf
1007,128,A History of the Giza Necropolis 1,"Reisner, George A. <I>A History of the Giza Necropolis</I> 1. Cambridge, MA: Harvard University Press, 1942.",1942,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\library\reisner_gn_books\giza_necropolis_1\,giza_necropolis_1.jpg,Y:\\images\MFA-images\Giza\GizaImage\full\library\reisner_gn_books\giza_necropolis_1\,giza_necropolis_1.pdf
1007,129,"Annales du Service des Antiquités de l’Egypte 13 (1914), pp. 227–252, ""Preliminary Report on the Work of the Harvard–Boston Expedition in 1911–13""","Reisner, George A. and Clarence S. Fisher. ""Preliminary Report on the Work of the Harvard-Boston Expedition in 1911-13."" <I>Annales du Service des Antiquités de l'Egypte</I> 13 (1914), pp. 227-252.",1914,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\library\,reisner-fisher_asae_13_1913.jpg,Y:\\images\MFA-images\Giza\GizaImage\full\library\,reisner-fisher_asae_13_1913.pdf
1007,154,"American Journal of Archaeology 46 (1942), pp. 509–531, ""The Origin of Some Unidentified Old Kingdom Reliefs""","Smith, William Stevenson. ""The Origin of Some Unidentified Old Kingdom Reliefs."" <I>American Journal of Archaeology</I> 46 (1942), pp. 509-531.",1942,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\library\,smith_aja_46_1942.jpg,Y:\\images\MFA-images\Giza\GizaImage\full\library\,smith_aja_46_1942.pdf
1007,174,Gli Scavi Italiani a el-Ghiza (1903),"Curto, Silvio. <I>Gli Scavi Italiani a el-Ghiza (1903)</I>. Rome: Centro Per Le Antichitá E La Storia Dell'Arte del Vicino Oriente, 1993.<I></I>",1993,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\library\,curto_gli_scavi.jpg,Y:\\images\MFA-images\Giza\GizaImage\full\library\,curto_gli_scavi.pdf
1007,215,History of Egyptian Sculpture and Painting in the Old Kingdom,"Smith, William Stevenson. <I>A History of Egyptian Sculpture and Painting in the Old Kingdom</I>. 2nd. ed. London: Geoffrey Cumberlege, Oxford University Press on behalf of the Museum of Fine Arts, Boston, 1949.",1949,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\library\,smith_hespok.jpg,Y:\\images\MFA-images\Giza\GizaImage\full\library,smith_hespok.pdf
1007,241,"Excavations at Gîza 6: 1934-1935, Part 2 Text","Hassan, Selim. <I>Excavations at Gîza 6: 1934-1935. </I>Part 2 Text: The Offering List in the Old Kingdom. Cairo: Government Press, 1948.",1948,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\library\,hassan_giza_6_2text.jpg,Y:\\images\MFA-images\Giza\GizaImage\full\library\,hassan_giza_6_2text.pdf
1008,95,"Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings III. Memphis (Giza pages only)","Porter, Bertha, and Rosalind L.B. Moss. <I>Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings </I>3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: <I>M</I>emphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974.",1974,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\library\,porter-moss_III_giza.jpg,Y:\\images\MFA-images\Giza\GizaImage\full\library\,porter-moss_III_giza.pdf
1008,128,A History of the Giza Necropolis 1,"Reisner, George A. <I>A History of the Giza Necropolis</I> 1. Cambridge, MA: Harvard University Press, 1942.",1942,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\library\reisner_gn_books\giza_necropolis_1\,giza_necropolis_1.jpg,Y:\\images\MFA-images\Giza\GizaImage\full\library\reisner_gn_books\giza_necropolis_1\,giza_necropolis_1.pdf
1009,94,Slab Stelae of the Giza Necropolis,"Manuelian, Peter Der. <I>Slab Stelae of the Giza Necropolis. </I>Publications of the Pennsylvania-Yale Expedition to Egypt 7. New Haven &amp; Philadelphia: Peabody Museum of Natural History of Yale University &amp; University of Pennsylvania Museum of Archaeology and Anthropology, 2003.",2003,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\library\,manuelian_slab_stelae2003.jpg,Y:\\images\MFA-images\Giza\GizaImage\full\library\,manuelian_slab_stelae2003.pdf
1009,95,"Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings III. Memphis (Giza pages only)","Porter, Bertha, and Rosalind L.B. Moss. <I>Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings </I>3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: <I>M</I>emphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974.",1974,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\library\,porter-moss_III_giza.jpg,Y:\\images\MFA-images\Giza\GizaImage\full\library\,porter-moss_III_giza.pdf
1009,214,Gîza 1: Die Mastabas der IV. Dynastie auf dem Westfriedhof,"Junker, Hermann. <I>Gîza 1. Die Mastabas der IV. Dynastie auf dem Westfriedhof</I>. Bericht über die von der Akademie der Wissenschaften in Wien auf gemeinsame Kosten mit Dr. Wilhelm Pelizaeus unternommenen Grabungen auf dem Friedhof des Alten Reiches bei den Pyramiden von Giza. Akademie der Wissenschaften in Wien Philosophisch-historische Klasse Denkschriften 69, Abhandlung 1. Vienna &amp; Leipzig: Hölder-Pichler-Tempsky, 1929.",1929,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\library\,junker_giza_1.jpg,Y:\\images\MFA-images\Giza\GizaImage\full\library\,junker_giza_1.pdf
1010,50,"Studies in Honor of William Kelly Simpson 1, pp. 117-155, ""An Inventory List from 'Covington's Tomb' and Nomenclature for Furniture in the Old Kingdom""","Brovarski, Edward. ""An Inventory List from 'Covington's Tomb' and Nomenclature for Furniture in the Old Kingdom."" In Peter Der Manuelian, ed. <I>Studies in Honor of William Kelly Simpson </I>1. Boston: Museum of Fine Arts, 1996, pp. 117-155.",1996,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\library\,brovarski_fs_simpson1996.jpg,Y:\\images\MFA-images\Giza\GizaImage\full\library\,brovarski_fs_simpson1996.pdf
1010,94,Slab Stelae of the Giza Necropolis,"Manuelian, Peter Der. <I>Slab Stelae of the Giza Necropolis. </I>Publications of the Pennsylvania-Yale Expedition to Egypt 7. New Haven &amp; Philadelphia: Peabody Museum of Natural History of Yale University &amp; University of Pennsylvania Museum of Archaeology and Anthropology, 2003.",2003,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\library\,manuelian_slab_stelae2003.jpg,Y:\\images\MFA-images\Giza\GizaImage\full\library\,manuelian_slab_stelae2003.pdf
1010,95,"Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings III. Memphis (Giza pages only)","Porter, Bertha, and Rosalind L.B. Moss. <I>Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings </I>3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: <I>M</I>emphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974.",1974,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\library\,porter-moss_III_giza.jpg,Y:\\images\MFA-images\Giza\GizaImage\full\library\,porter-moss_III_giza.pdf
1010,153,"Zeitschrift für Ägyptische Sprache und Altertumskunde 71 (1935), pp. 134-49, ""The Old Kingdom Linen List""","Smith, William Stevenson. ""The Old Kingdom Linen List."" <I>Zeitschrift für Ägyptische Sprache und Altertumskunde </I>71 (1935), pp. 134-149.",1935wrong link,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\library\,smith_zaes_71_1935.jpg,Y:\\images\MFA-images\Giza\GizaImage\full\library\,smith_zaes_71_1935.pdf
1010,212,Gîza 3: Die Mastabas der vorgeschrittenen V. Dynastie auf dem Westfriedhof,"Junker, Hermann. <I>Gîza 3. Die Mastabas der Vorgeschrittenen V. Dynastie auf dem Westfriedhof</I>. Bericht über die von der Akademie der Wissenschaften in Wien auf gemeinsame Kosten mit Dr. Wilhelm Pelizaeus unternommenen Grabungen auf dem Friedhof des Alten Reiches bei den Pyramiden von Giza. Akademie der Wissenschaften in Wien Philosophisch-historische Klasse Denkschriften. Vienna &amp; Leipzig: Hölder-Pichler-Tempsky, 1938.",1938,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\library\,junker_giza_3.jpg,Y:\\images\MFA-images\Giza\GizaImage\full\library\,junker_giza_3.pdf
1010,214,Gîza 1: Die Mastabas der IV. Dynastie auf dem Westfriedhof,"Junker, Hermann. <I>Gîza 1. Die Mastabas der IV. Dynastie auf dem Westfriedhof</I>. Bericht über die von der Akademie der Wissenschaften in Wien auf gemeinsame Kosten mit Dr. Wilhelm Pelizaeus unternommenen Grabungen auf dem Friedhof des Alten Reiches bei den Pyramiden von Giza. Akademie der Wissenschaften in Wien Philosophisch-historische Klasse Denkschriften 69, Abhandlung 1. Vienna &amp; Leipzig: Hölder-Pichler-Tempsky, 1929.",1929,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\library\,junker_giza_1.jpg,Y:\\images\MFA-images\Giza\GizaImage\full\library\,junker_giza_1.pdf
