ID,SiteName,Number,SiteSortNumber,HistoricalNotes,BibReferences,LocationNotes,Remarks,Description,Condition,Shafts,ResearchActivity,ResearcherComments,IsPublic,Active,harvardID,SiteTypeID,SiteType,ProblemsQuestions
1292,Eastern Cemetery,G 7761,G       7761                    ,NULL,NULL,NULL,NULL,NULL,NULL,"G 7761 Chapel a; G 7761 Chapel b; G 7761 A; G 7761 B; G 7761 W; G 7761 X; G 7761 Y; G 7761 Z; G 7761a A; G 7761a B; G 7761a C; G 7761a D; G 7761a E,,",NULL,NULL,1,1,NULL,2,Stone-built mastaba,NULL
1293,Eastern Cemetery,G 7762,G       7762                    ,NULL,NULL,NULL,NULL,NULL,NULL,"G 7762a O; G 7762a P; G 7762 Q; G 7762 R; G 7762 S; G 7762 T; G 7762 U; G 7762 V; G 7762 W; G 7762 X; G 7762 Y; G 7762 Z,,",NULL,NULL,1,1,NULL,1,Mud-brick mastaba,NULL
1295,Eastern Cemetery,G 7764,G       7764                    ,NULL,NULL,NULL,NULL,NULL,NULL,"G 7764 A; G 7764 T; G 7764 U; G 7764 V; G 7764 W; G 7764 X; G 7764 Y; G 7764 Z,,",NULL,NULL,1,1,NULL,1,Mud-brick mastaba,NULL
1296,Eastern Cemetery,G 7765,G       7765                    ,NULL,"Lehmann, Katja. Der Serdab in den Privatgräbern des Alten Reiches 1-3. Ph.D. Dissertation, Universität Heidelberg, 2000, Kat. G260.
,,",NULL,"Diary Vol.24.p.1006 word file incorrectly called G 7764 A,B,C,D where it should be for G 7765.,,",NULL,NULL,"G 7765 Serdab; G 7765 A; G 7765 B; G 7765 C; G 7765 D; G 7765 E; G 7765 F; G 7765 G,,",NULL,NULL,1,1,NULL,2,Stone-built mastaba,NULL
1297,Eastern Cemetery,G 7766,G       7766                    ,NULL,"Fischer, Henry G. Egyptian Women of the Old Kingdom and of the Heracleopolitan Period. New York: Metropolitan Museum of Art, 2000, p. 59, n. 43. 
,,",NULL,NULL,NULL,NULL,"G 7766 Chapel a; G 7766 Chapel b; G 7766 Chapel c; G 7766 A; G 7766 B; G 7766 C; G 7766 X;,,",NULL,NULL,1,1,NULL,4,Stone+Brick-built mastaba,NULL
1298,Eastern Cemetery,G 7768,G       7768                    ,NULL,NULL,NULL,NULL,NULL,NULL,"G 7768 A; G 7768 B; G 7768 C; G 7768 D; G 7768 E; G 7768 F; G 7768 G; G 7768 H; G 7768 I; G 7768 J,,",NULL,NULL,1,1,NULL,1,Mud-brick mastaba,NULL
1299,Eastern Cemetery,G 7769,G       7769                    ,NULL,NULL,NULL,NULL,NULL,NULL,"G 7769 A; G 7769 B; G 7769 C; G 7769 Z,,",NULL,NULL,1,1,NULL,2,Stone-built mastaba,NULL
1300,Eastern Cemetery,G 7772,G       7772                    ,NULL,"Freed, Rita E. ""Rethiking the Rules for Old Kingdom Sculpture. Observations on Poses and Attributes of Limestone Statuary from Giza."" In Miroslav Bárta, ed. The Old Kingdom Art and Archaeology. Proceedings of the Conference held in Prague, May 31-June 4, 2004. Prague: Czech Institute of Egyptology, 2006, p. 156, fig. 14.

Porter, Bertha, and Rosalind L.B. Moss. Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings 3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: Memphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974, p. 204.
,,",NULL,NULL,NULL,NULL,"G 7772 A; G 7772 B; G 7772 C,,",NULL,NULL,1,1,NULL,2,Stone-built mastaba,NULL
1301,Eastern Cemetery,G 7773,G       7773                    ,NULL,NULL,NULL,NULL,NULL,NULL,"G 7773 A; G 7773 B; G 7773 C,,",NULL,NULL,1,1,NULL,2,Stone-built mastaba,NULL
1302,Eastern Cemetery,G 7774,G       7774                    ,NULL,NULL,NULL,NULL,NULL,NULL,"G 7774 X; G 7774 Y; G 7774 Z,,",NULL,NULL,1,1,NULL,4,Stone+Brick-built mastaba,NULL
1303,Eastern Cemetery,G 7777,G       7777                    ,NULL,NULL,NULL,NULL,NULL,NULL,"G 7777 G; G 7777 H; G 7777 I; G 7777 J; G 7777 K; G 7777 L; G 7777 M. G 7777 N; G 7777 O; G 7777 P; G 7777 Q; G 7777 R; G 7777 S; G 7777 T; G 7777 U; G 7777 V; G 7777 W; G 7777 X; G 7777 Y; G 7777 Z,,",NULL,NULL,1,1,NULL,5,Shafts only (no superstructure),NULL
1304,Eastern Cemetery,G 7779,G       7779                    ,NULL,"Lehmann, Katja. Der Serdab in den Privatgräbern des Alten Reiches 1-3. Ph.D. Dissertation, Universität Heidelberg, 2000, Kat. G261.
,,",NULL,NULL,NULL,NULL,"G 7779 Serdab; G 7779 A; G 7779 B; G 7779 C; G 7779 D,,",NULL,NULL,1,1,NULL,2,Stone-built mastaba,NULL
1305,Eastern Cemetery,G 7781,G       7781                    ,NULL,NULL,NULL,NULL,NULL,NULL,"G 7781 A; G 7781 B; G 7781 C; G 7781 D; G 7781 E; G 7781 F; G 7781 G,,",NULL,NULL,1,1,NULL,2,Stone-built mastaba,NULL
1306,Central Field (Hassan),G 8930,G       8930                    ,NULL,"Hassan, Selim. Excavations at Gîza 9: 1936-37-38. The Mastabas of the Eighth Season and their Description. Cairo: General Organisation for Government Printing Offices, 1960, pp. 75-77, figs. 32-33, 39, pls. 31 [A, B, C], 45, inserted plan, V/W-13.

Porter, Bertha, and Rosalind L.B. Moss. Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings 3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: Memphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974, p. 287, plan 23, D/E-10.
,,",NULL,"Mastaba built northeast of G 8923 (Hesi) and south of G 8935 (Neferhetep (1)).  Seventeen (17) shafts drawn but not labeled on plan.  Excavated in 1937-1938 by Hassan.,,",NULL,NULL,"17 shafts,,",NULL,NULL,1,1,NULL,14,Half-mastaba/half rock-cut,NULL
1307,Central Field (Hassan),G 8740,G       8740                    ,NULL,"Baud, Michel. ""The Tombs of Khamerernebty I and II at Giza."" Göttinger Miszellen 164 (1998), p. 8. 

Baud, Michel. ""La tombe de la reine-mère xa-mrr-Nbtj Ire."" Bulletin de l'Institut Français d'Archéologie Orientale 95 (1995), p. 16. 

Fischer, Henry G. The Orientation of Hieroglyphs, Part I, Reversals. Egyptian Studies II. New York: The Metropolitan Museum of Art, 1977, pp. 69-73, figs. 72-73.

Hassan, Selim. Excavations at Gîza 2: 1930-1931. Cairo: Faculty of Arts of the Egyptian University & Government Press, 1936, plan at beginning.

Hassan, Selim. Excavations at Gîza 9: 1936-37-38. The Mastabas of the Eighth Season and their Description. Cairo: General Organisation for Government Printing Offices, 1960, folded plan, S-11/12.

Holden, Lynn. ""An Anubis Figure in the Boston Museum of Fine Arts."" In William K. Simpson and Whitney M. Davis, eds. Studies in Ancient Egypt, the Aegean, and the Sudan. Essays in honor of Dows Dunham on the occasion of his 90th birthday, June 1, 1980, Boston: Museum of Fine Arts, 1981, p. 101, fig. 5. 

Jacquet-Gordon, Domaines funéraires, pp. 245-46, fig. 52.

Junker, Hermann. Gîza 3. Die Mastabas der vorgeschrittenen V. Dynastie auf dem Westfriedhof. Akademie der Wissenschaften in Wien Philosophisch-historische Klasse Denkschriften. Vienna & Leipzig: Hölder-Pichler-Tempsky, 1938, p. 51 [50].

Junker, Hermann. Gîza 8. Der Ostabschnitt des Westfriedhofs, Zweiter Teil. Akademie der Wissenschaften in Wien Philosophisch-historische Klasse Denkschriften 73, Abhandlung 1. Vienna: Rudolph M. Rohrer, 1947, p. 2.

Porter, Bertha, and Rosalind L.B. Moss. Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings 3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: Memphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974, p. 278, plan 23, D-8.

Reisner, George A. A History of the Giza Necropolis 1. Cambridge, MA: Harvard University Press, 1942, p. 314.
,,",NULL,"Mastaba west of G 8875 (Tjereru) and northeast of G 8720 (Kai (1)).  Excavated in 1923-4 by Service des Antiquities.,,",NULL,NULL,"Pillared hall; chapel,,",NULL,NULL,1,1,NULL,2,Stone-built mastaba,NULL
1308,Central Field (Hassan),G 8140,G       8140                    ,NULL,"Hassan, Selim. Excavations at Gîza 4: 1932-1933. Cairo: Government Press, 1943, pp. 185-188, figs. 131-134, pl. 40.

Hassan, Selim. Excavations at Gîza 9: 1936-37-38. The Mastabas of the Eighth Season and their Description. Cairo: General Organisation for Government Printing Offices, 1960, folded plan, F-9/10.

Lehner, Mark. ""Giza. A Contextual Approach to the Pyramids."" Archiv für Orientforschung 32 (1985), p. 149. 

Porter, Bertha, and Rosalind L.B. Moss. Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings 3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: Memphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974, p. 234, plan 21, C-1.

Reisner, George A. A History of the Giza Necropolis 1. Cambridge, MA: Harvard University Press, 1942, pp. 231-232 [14], fig. 137.
,,",NULL,"Rock-cut mastaba built north of G 8130 (Niankhre) and west of G 8142 (Lepsius 89-z) which is west of G 8154 (Lepsius 89).  S 817 is just outside entrance and is intrusive.  Excavated in 1932-1933 by Hassan.,,",NULL,NULL,"S 818; chapel; S 817,,",NULL,NULL,1,1,NULL,10,Rock-cut tomb,NULL
1309,Central Field (Hassan),G 8280,G       8280                    ,NULL,"Hassan, Selim. Excavations at Gîza 7: 1935-1936. The Mastabas of the Seventh Season and their Description. Cairo: Government Press, 1953, pp. 73-79, figs. 65-70, pls. 36-40.

Hassan, Selim. Excavations at Gîza 9: 1936-37-38. The Mastabas of the Eighth Season and their Description. Cairo: General Organisation for Government Printing Offices, 1960, folded plan, K/L-8/9.

Porter, Bertha, and Rosalind L.B. Moss. Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings 3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: Memphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974, pp. 241-242, plan 21, B/C-4.
,,",NULL,"Mastaba built well northwest of G 8400 (Lepsius 100), east of G 8290 (Rahetep) and well west of G 8460 (Ankhmare (1)).  Excavated in 1935-1936 by Hassan.,,",NULL,NULL,"burial chamber; sloping passage; chapel,,",NULL,NULL,1,1,NULL,2,Stone-built mastaba,NULL
1310,Western Cemetery,Niankhhathor,Niankhhathor                    ,NULL,"Junker, Hermann. Gîza 9. Das Mittelfeld des Westfriedhofs. Akademie der Wissenschaften in Wien Philosophisch-historische Klasse Denkschriften 73, Abhandlung 2. Vienna: Rudolph M. Rohrer, 1950, pp. 91-96, 126, figs. 34, 39, 57, plan 1 after pl. 20.

Porter, Bertha, and Rosalind L.B. Moss. Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings 3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: Memphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974, p. 118, plan 11.

Strudwick, Nigel. ""A slab of Int-kAs in the Fitzwilliam Museum."" Journal of Egyptian Archaeology 73 (1987), p. 202. 
,,",NULL,"Mastaba is built against west wall of s 2192/2213, south of G 2000.  Libation-basin of Nenkheftka was found nearby, but not in the mastaba.,,",NULL,NULL,"S 2195; S 2196; chapel,,",NULL,NULL,1,1,NULL,2,Stone-built mastaba,NULL
1311,G I-South Cemetery,Niankhhathor [II],NiankhhathorII                  ,NULL,"Junker, Hermann. Gîza 10. Der Friedhof südlich der Cheopspyramide: Westteil. Akademie der Wissenschaften in Wien Philosophisch-historische Klasse Denkschriften 74, Abhandlung 1. Vienna: Rudolph M. Rohrer, 1951, pp. 139-140, figs. 48-49, pl. 5 [d], plan 1 of 2 after p. 211.

Lehmann, Katja. Der Serdab in den Privatgräbern des Alten Reiches 1-3. Ph.D. Dissertation, Universität Heidelberg, 2000, Kat. G358.

Porter, Bertha, and Rosalind L.B. Moss. Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings 3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: Memphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974, p. 218, plan 19.
,,",NULL,"Libation-basin of deceased found in situ in front of false-door.,,",NULL,NULL,"S 50; S 51; S 52; S 53; S 176; serdab 1; serdab 2, chapel,,",NULL,NULL,1,1,NULL,2,Stone-built mastaba,NULL
1312,Central Field (Hassan),G 8512,G       8512                    ,NULL,"Hassan, Selim. Excavations at Gîza 6: 1934-1935. Part 3: The Mastabas of the Sixth Season and their Description. Cairo: Government Press, 1950, pp. 133-142, figs. 125-137, pls. 60-61.

Hassan, Selim. Excavations at Gîza 9: 1936-37-38. The Mastabas of the Eighth Season and their Description. Cairo: General Organisation for Government Printing Offices, 1960, folded plan.

Porter, Bertha, and Rosalind L.B. Moss. Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings 3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: Memphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974, pp. 247-248, plan 23, B-6.
,,",NULL,"Mastaba built against north side of G 8510 (Rudjka).  Excavated in 1934-1935 by Hassan.,,",NULL,NULL,"S 1312; S 1313; S 1314; S 1315; S 1316; S 1317; chapel,,",NULL,NULL,1,1,NULL,2,Stone-built mastaba,NULL
1313,Central Field (Hassan),G 8130,G       8130                    ,NULL,"Eaton-Krauss, Marianne. ""Pseudo-Groups."" In Rainer Stadelmann and Hourig Sourouzian, eds. Kunst des Alten Reiches: Symposium im Deutschen Archäologischen Institut Kairo am 29. und 30. Oktober 1991. Sonderschrift des Deutschen Archäologischen Institut Abteilung Kairo 28, Mainz am Rhein: Verlag Philipp von Zabern, 1995, p. 70, #14. 

Hassan, Selim. Excavations at Gîza 4: 1932-1933. Cairo: Government Press, 1943, pp. 151-158, figs. 106-112, pls. 41-46.

Hassan, Selim. Excavations at Gîza 9: 1936-37-38. The Mastabas of the Eighth Season and their Description. Cairo: General Organisation for Government Printing Offices, 1960, folded plan, F/G-11.

Porter, Bertha, and Rosalind L.B. Moss. Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings 3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: Memphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974, pp. 234-235, plan 21, D-1/2.

Reisner, George A. A History of the Giza Necropolis 1. Cambridge, MA: Harvard University Press, 1942, p. 243 [bottom, 1], fig. 150.
,,",NULL,"Mastaba built northeast of G 8124 (Rock Cut Tomb (F-11)) which is north of G 8090 (Lepsius 90) and south of G 8140 (Niuserre).  Excavated in 1932-1933 by Hassan.,,",NULL,NULL,"burial chamber; chapel; courtyard,,",NULL,NULL,1,1,NULL,10,Rock-cut tomb,NULL
1314,Western Cemetery,Nihetepkhnum,Nihetepkhnum                    ,NULL,"Abu Bakr, Abdel Moneim. Excavations at Giza 1949-1950. Cairo: Government Press, 1953, pp. 11-25, figs. 7-18, pls. 6-15.

Bolshakov, Andrey. ""anx-wD.s: St. Petersburg-Cambridge."" Göttinger Miszellen 188 (2002), p. 35, note 13. 

Brovarski, Edward. ""Inventory Offering Lists and the Nomenclature for Boxes and Chests in the Old Kingdom."" In Emily Teeter and John A. Larson, eds. Gold of Praise. Studies on Ancient Egypt in Honor of Edward F. Wente. Studies in Ancient Oriental Civilization 58. Chicago: The Oriental Institute of the University of Chicago, 1999, p. 28, note 2.

Brovarski, Edward. ""An Inventory List from 'Covington's Tomb' and Nomenclature for Furniture in the Old Kingdom."" In Peter Der Manuelian, ed. Studies in Honor of William Kelly Simpson 1. Boston: Museum of Fine Arts, 1996, pp. 124, 128 [15], 155. 

Porter, Bertha, and Rosalind L.B. Moss. Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings 3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: Memphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974, p. 50.

Roth, Ann Macy. ""Little Women: Gender and Hierarchic Proportion in Old Kingdom Mastaba Chapels."" In Miroslav Bárta, ed. The Old Kingdom Art and Archaeology. Proceedings of the Conference held in Prague, May 31-June 4, 2004. Prague: Czech Institute of Egyptology, 2006, p. 284, table 1.
,,",NULL,"Abu-Bakr Excavation (1949-50), West Part.,,",NULL,NULL,NULL,NULL,NULL,1,1,NULL,2,Stone-built mastaba,NULL
1315,Central Field (Hassan),G 8504,G       8504                    ,NULL,"Hassan, Selim. Excavations at Gîza 5: 1933-1934. With Special Chapters on Methods of Excavation, the False-Door, and Other Archaeological and Religious Subjects. Cairo: Government Press, 1944, p. 48, pl. 10.

Hassan, Selim. Excavations at Gîza 6: 1934-1935. Part 3: The Mastabas of the Sixth Season and their Description. Cairo: Government Press, 1950, pp. 173-185, figs. 166-186, pls. 73-80.

Hassan, Selim. Excavations at Gîza 9: 1936-37-38. The Mastabas of the Eighth Season and their Description. Cairo: General Organisation for Government Printing Offices, 1960, folded plan.

Lehmann, Katja. Der Serdab in den Privatgräbern des Alten Reiches 1-3. Ph.D. Dissertation, Universität Heidelberg, 2000, Kat. G362.

Porter, Bertha, and Rosalind L.B. Moss. Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings 3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: Memphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974, p. 247, plan 23, B-6.

Roth, Ann Macy. ""The Meaning of Menial Labor: 'Servant Statues' in Old Kingdom Serdabs."" Journal of the American Research Center in Egypt 39 (2002), pp. 114-115.
,,",NULL,"Mastaba built south of causeway of Khufu Pyramid, east of G 8492 (Hemu) and west of G 8512 (Niankh-khnum).  Excavated in 1934-1935 by Hassan.,,",NULL,NULL,"S 1308; S 1311; S 1318; S 1319; S 1320; S 1321; S 1322; S 1323; S 1328; S 1329; S 1330; S 1331; S 1425; S 1426; serdab; chapel,,",NULL,NULL,1,1,NULL,2,Stone-built mastaba,NULL
1316,Western Cemetery,Nikhet,Nikhet                          ,NULL,"Junker, Hermann. Gîza 8. Der Ostabschnitt des Westfriedhofs, Zweiter Teil. Akademie der Wissenschaften in Wien Philosophisch-historische Klasse Denkschriften 73, Abhandlung 1. Vienna: Rudolph M. Rohrer, 1947, pp. 28-29, figs. 5, 7, plan after pl. 28.

Porter, Bertha, and Rosalind L.B. Moss. Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings 3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: Memphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974, p. 163, plan 16.
,,",NULL,"Mastaba is off northeast corner of G 5470's chapel and south of S 508/658.  Mastaba is drawn but not labeled on plan EG002029.,,",NULL,NULL,"S 605,,",NULL,NULL,1,1,NULL,2,Stone-built mastaba,NULL
1317,Western Cemetery,G 2136b,G       2136b                   ,NULL,"Junker, Hermann. Gîza 6. Die Mastabas des Nfr (Nefer), Kdfjj (Kedfi), Kahjf (Kahjef) und die westlich anschließenden Grabanlagen. Akademie der Wissenschaften in Wien Philosophisch-historische Klasse Denkschriften 72, Abhandlung 1. Vienna & Leipzig: Hölder-Pichler-Tempsky, 1943. pp. 154-155, figs. 27, 50, 51, pl. 23 [b], plan after p. 273.

Lehmann, Katja. Der Serdab in den Privatgräbern des Alten Reiches 1-3. Ph.D. Dissertation, Universität Heidelberg, 2000, Kat. G360.

Porter, Bertha, and Rosalind L.B. Moss. Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings 3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: Memphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974, p. 75, plan 11.
,,",NULL,"Mastaba is against northwest corner of G 2135 and southwest of G 2140.  Contains one unlabeled shaft.,,",NULL,NULL,"1 shaft; chapel,,",NULL,NULL,1,1,NULL,2,Stone-built mastaba,NULL
1318,Western Cemetery,Nikaukhnum,Nikaukhnum                      ,NULL,"Hornemann, Types, v, pl. 1163.

Junker in Anzeiger, Wien, 63 (1926), pp. 98-99, 101, pl. 8 [a, b].

Junker, Hermann. Gîza 9. Das Mittelfeld des Westfriedhofs. Akademie der Wissenschaften in Wien Philosophisch-historische Klasse Denkschriften 73, Abhandlung 2. Vienna: Rudolph M. Rohrer, 1950, pp. 59-66, figs. 23-26, pls. 7(c), 12(b), plan 1 after pl. 20.

Lehmann, Katja. Der Serdab in den Privatgräbern des Alten Reiches 1-3. Ph.D. Dissertation, Universität Heidelberg, 2000, Kat. G368.

Porter, Bertha, and Rosalind L.B. Moss. Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings 3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: Memphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974, p. 119, plan 11.
,,",NULL,"Mastaba is south of G 2000 and east of Meruka (2).  Possibly should be called by name of husband and wife: Nikaukhnum & Neferesris.,,",NULL,NULL,"S 2236; S 2238; S 2243; S 2256; serdab; chapel,,",NULL,NULL,1,1,NULL,2,Stone-built mastaba,NULL
1319,Central Field (Hassan),G 8900,G       8900                    ,NULL,"Allen, James P. ""Some Aspects of the Non-royal Afterlife in the Old Kingdom."" In Miroslav Bárta, ed. The Old Kingdom Art and Archaeology. Proceedings of the Conference held in Prague, May 31-June 4, 2004. Prague: Czech Institute of Egyptology, 2006, p. 16 [n. 59].

Baud, Michel. ""The Tombs of Khamerernebty I and II at Giza."" Göttinger Miszellen 164 (1998), pp. 7-8. 

Baud, Michel. ""La tombe de la reine-mère xa-mrr-Nbtj Ire."" Bulletin de l'Institut Français d'Archéologie Orientale 95 (1995), pp. 12, 14. 

Chauvet, Violaine. “Decoration and Architecture: The Definition of Private Tomb Environment.” Servant of Mut. Studies on Ancient Egypt in Honor of Edward F. Wente. Leiden: Brill, 2008, p. 49 note 54.

Delvaux, Luc and Eugène Warmenbol. ""Trois Seshemnefer et Trente-Six Domaines."" Journal of Egyptian Archaeology 84 (1998), p. 63.

Friedman, Florence Dunn. ""The Menkaure Dyad(s)."" In Stephen E. Thompson and Peter Der Manuelian, eds. Egypt and Beyond: Essays Presented to Leonard H. Lesko upon his Retirement from the Wilbour Chair of Egyptology at Brown University June 2005. Providence: Department of Egyptology and Ancient Western Asian Studies, 2008, p. 141, note 121. 

García, Juan Carlos Moreno. ""A New Old Kingdom Inscription from Giza (CGC 57163), and the Problem of sn-Dt in Pharaonic Third Millennium Society."" Journal of Egyptian Archaeology 93 (2007), pp. 123, 129, 130.

Hassan, Selim. Excavations at Gîza 2: 1930-1931. Cairo: Faculty of Arts of the Egyptian University & Government Press, 1936, pp. 202-225, figs. 223-251, pls. 77-83.

Hassan, Selim. Excavations at Gîza 6: 1934-1935. Part 2: The Offering List in the Old Kingdom. Cairo: Government Press, 1948, p. 133, pls. 57-64.

Hassan, Selim. Excavtions at Gîza 9: 1936-37-38. The Mastabas of the Eighth Season and their Description. Cairo: General Organisation for Government Printing Offices, 1960, folded plan, V-14.

Jacquet-Gordon, Domaines, pp. 279-280.

Kamal, Ann. Serv. 10 (1910), pp. 119-121.

Lehmann, Katja. Der Serdab in den Privatgräbern des Alten Reiches 1-3. Ph.D. Dissertation, Universität Heidelberg, 2000, Kat. G361.

Porter, Bertha, and Rosalind L.B. Moss. Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings 3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: Memphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974, pp. 282-284, plan 23, E-9, 33.

Simpson, William Kelly. ""Topographical Notes on Giza Mastabas."" In Manfred Görg and Edgar Pusch, eds. Festschrift Elmar Edel 12. März 1979. Ägypten und Altes Testament 1. Bamberg, 1979, p. 495.
,,",NULL,"Mastaba built east of G 8882 (Wepemnefret Wep) and west of G 8920 (Washduau).  Excavated in 1930-1931 by Hassan.,,",NULL,NULL,"S 376; S 377; S 378; serdab; 2 chapels,,","Substructure.  Three shafts: Shaft 376 with a side chamber containing a sarcophagus built high above the floor; Shaft 377 and Shaft 378.
Superstructure.  Two separate chapels with two decorated entrances.  In the middle of the eastern wall is a false-door of the wife of Nimaatre.  The western and northern walls of Neferesris's chapel are built in limesone, while the western and southern walls of Nimaatre's are cut in mother rock.  In the two-pillared (southern) chapel of Nimaatre, the walls have traces of daily life and offering scenes.  The chapel's western wall has a palace facade flanked by two false-doors under a cornice.  In the northern chapel of Neferesris, only the entrance and western wall (which has a false-door) are decorated with inscriptions and with figures of deceased standing or seated to receive offerings.,,",NULL,1,1,NULL,14,Half-mastaba/half rock-cut,NULL
1321,G I-South Cemetery,Nisuhenu,Nisuhenu                        ,NULL,"Junker, Hermann. Gîza 10. Der Friedhof südlich der Cheopspyramide: Westteil. Akademie der Wissenschaften in Wien Philosophisch-historische Klasse Denkschriften 74, Abhandlung 1. Vienna: Rudolph M. Rohrer, 1951, pp. 182-184, fig. 67, 70, plan 2 of 2 after p. 211.

Porter, Bertha, and Rosalind L.B. Moss. Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings 3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: Memphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974, p. 220, plan 19.
,,",NULL,"Mastaba is off southeast corner og G I-S No. 5.,,",NULL,NULL,"S 137; S 139; S 150,,",NULL,NULL,1,1,NULL,4,Stone+Brick-built mastaba,NULL
