ConstituentID,ConstituentTypeID,ReferenceID,Title,BoilerText,DisplayDate,MainPathName,MainFileName
472,2,635,"Annales du Service des Antiquités de l'Égypte 76 (2001), pp. 65-72, ""The Senedjemib Complex at Giza: Report on the February-March 1999 Field Season of the Giza Mastabas Project""","Brovarski, Edward. ""The Senedjemib Complex at Giza: Report on the February-March 1999 Field Season of the Giza Mastabas Project."" <I>Annales du Service des Antiquités de l'Égypte </I>76 (2001), pp. 65-72.",2001,Y:\\images\MFA-images\Giza\GizaImage\full\library,brovarski_asae76_2001.pdf
472,2,645,"Annales du Service des Antiquités de l'Egypte 6 (1905), pp. 99-106, ""Un édifice archaïque à Nezlet Batran""","Daressy, Georges. ""Un édifice archaïque à Nezlet Batran."" <I>Annales du Service des Antiquités de l'Egypte </I>6 (1905), pp. 99-106.",1905,Y:\\images\MFA-images\Giza\GizaImage\full\library,daressy_asae_6_1905.pdf
472,2,646,"Annales du Service des Antiquités de l'Egypte 16 (1916), pp. 257-267, ""Le mastaba de Khâ-f-khoufou à Gizeh""","Daressy, Georges. ""Le mastaba de Khâ-f-khoufou à Gizeh."" <I>Annales du Service des Antiquités de l'Egypte </I>16 (1916), pp. 257-267.",1916,Y:\\images\MFA-images\Giza\GizaImage\full\library,daressy_asae_16_1916.pdf
472,2,656,"Annales du Service des Antiquités de l'Egypte 76 (2001), pp. 73-81, ""Report on the activity of the Russian Archaeological mission at Giza, tomb G 7948 and adjoined area, east field, during the season 1999""","Kormysheva, Eleonora. ""Report on the activity of the Russian Archaeological mission at Giza, tomb G 7948 and adjoined area, east field, during the season 1999."" <I>Annales du Service des Antiquités de l'Egypte 76</I> (2001), pp. 73-81.",2001,Y:\\images\MFA-images\Giza\GizaImage\full\library,kormysheva_asae76_2001.pdf
472,2,690,"""La Tombe de la Mère de Chéfren""","Daressy, Georges. ""La Tombe de la Mère de Chéfren."" <EM>Annales du Service des Antiquités de l'Égypte</EM> 10 (1910), pp. 41-49.",NULL,Y:\documents,daressy_asae_10_1910.pdf
472,2,695,"""A Travers la Basse-Egypte""","Gauthier, Henri. ""A Travers la Basse-Egypte."" <EM>Annales du Service des Antiquités de l'Égypte</EM> 22 (1922), pp. 199-208.",NULL,Y:\documents,gauthier_asae_22_1922.pdf
472,2,704,"""Rapport sur les Fouilles du Comte de Galarza""","Kamal, Ahmed Bey. ""Rapport sur les Fouilles du Comte de Galarza."" <EM>Annales du Service des Antiquités de l'Égypte</EM> 10 (1910), pp. 116-121.",NULL,Y:\documents,kamal_asae_10_1910.pdf
472,2,707,"""Note Complémentaire sur le Temple Funéraire de Khéops""","Lauer, Jean-Philippe. ""Note Complémentaire sur le Temple Funéraire de Khéops. "" <EM>Annales du Service des Antiquités de l'Égypte</EM> 49 (1949), pp. 111-123, pl. 1-2.",NULL,Y:\documents,lauer_asae_49_1949.pdf
472,2,711,"""A New Concept About the Implements Found in the Excavations at Giza""","Messiha, Khalil, and Hishmat Messiha. ""A New Concept About the Implements Found in the Excavations at Giza."" <EM>Annales du Service des Antiquités de l'Égypte</EM> 58 (1964), pp. 209-225.",NULL,Y:\documents,messiha_asae_58_1964.pdf
472,2,712,"""The Tomb of Thenty the Physician at Giza""","Moussa, Ahmed M. ""The Tomb of Thenty the Physician at Giza."" <EM>Annales du Service des Antiquités de l'Égypte</EM> 71 (1987), pp. 195-198, pl. 1-2.",NULL,Y:\documents,moussa_asae_71_1987.pdf
472,2,718,"""Bridges in Ancient Egypt with a Report on a Newly Excavated Bridge from the Old Kingdom, Giza""","Rostem, Osman R. ""Bridges in Ancient Egypt with a Report on a Newly Excavated Bridge from the Old Kingdom, Giza."" <EM>Annales du Service des Antiquités de l'Égypte</EM> 48 (1948), pp. 159-162, pl. 1-3.",NULL,Y:\documents,rostem_asae_48_1948.pdf
472,2,723,"""Königinnengrab und Pyramidenbezirk im Alten Reich""","Stadelmann, Rainer. ""Königinnengrab und Pyramidenbezirk im Alten Reich."" <EM>Annales du Service des Antiquités de l'Égypte</EM> 71 (1987), pp. 251-260.",NULL,Y:\documents,stadelmann_asae_71_1987.pdf
472,2,886,"""Le Temple Funéraire de Khéops à la Grande Pyramide de Guizeh""","Lauer, Jean-Philippe. ""Le Temple Funéraire de Khéops&nbsp;à la Grande Pyramide de Guizeh."" <EM>Annales du Service des Antiquités de l'Égypte</EM> 46 (1947), pp. 245-259, pl. 68.",NULL,Y:\documents,lauer_asae_46_1947.pdf
472,2,889,"""Preliminary Report on Some Geological Specimens from the ""Chephren Diorite"" Quarries, Western Desert""","Little, O.H. ""Preliminary Report on Some Geological Specimens from the ""Chephren Diorite"" Quarries, Western Desert.""<EM> Annales du Service des Antiquités de l'Égypte</EM> 33 (1933), pp. 75-80.",NULL,Y:\documents,little_asae_33_1933.pdf
472,2,924,"""Ein Verehrer des Weisen DdfHr aus dem Späten Alten Reich""","Goedicke, Hans. ""Ein Verehrer des Weisen DdfHr aus dem Späten Alten Reich.""<EM> Annales du Service des Antiquités de l'Égypte</EM> 55 (1958), pp. 35-55, pl. 1.",NULL,Y:\documents,goedicke_asae_55_1958.pdf
473,1,170,Egypt 1950: My First Visit,"Bothmer, Bernard V. <I>Egypt 1950: My First Visit</I>. Oxford: Oxbow Books, 2003.",2003,Y:\\images\MFA-images\Giza\GizaImage\full\library\,bothmer_diary_1950.pdf
473,1,176,Varia Nova,"Fischer, Henry G. <I>Varia Nova</I>. Egyptian Studies 3. New York: Metropolitan Museum of Art, 1996.",1996,Y:\\images\MFA-images\Giza\GizaImage\full\library\,fischer_eg_studies_III.pdf
473,1,277,"The Old Kingdom Art and Archaeology, pp. 239-258, ""Two Enigmatic Circular Mud Brick Structures in the Western Field at Giza. A Preliminary Report""","Phillips, Steven R. ""Two Enigmatic Circular Mud Brick Structures in the Western Field at Giza. A Preliminary Report."" In Miroslav Bárta, ed. <I>The Old Kingdom Art and Archaeology</I>. <I>Proceedings of the Conference held in Prague, May 31-June 4, 2004.</I> Prague: Czech Institute of Egyptology, 2006, pp. 239-258.",2006,Y:\\images\MFA-images\Giza\GizaImage\full\library\OKAA\,phillips_okaa_2006.pdf
473,1,464,"Egyptian Art in the Age of the Pyramids, pp. 154-165, ""Excavating the Old Kingdom. The Egyptian Archaeologists""","Hawass, Zahi. ""Excavating the Old Kingdom. The Egyptian Archaeologists."" In <I>Egyptian Art in the Age of the Pyramids</I>. New York: The Metropolitan Museum of Art, 1999, pp. 154-165.",1999,Y:\\images\MFA-images\Giza\GizaImage\full\library\,hawass_eg_art_pyrs_154-164.pdf
473,1,564,Excavations at Giza 1949-1950,"Abu Bakr, Abdel Moneim. <I>Excavations at Giza 1949-1950</I>. Cairo: Government Press, 1953.<BR>",1953,Y:\\images\MFA-images\Giza\GizaImage\full\library\,abu-bakr_giza.pdf
477,1,75,"Studies in Honor of William Kelly Simpson 1, pp. 379-398, ""The Discovery of the Satellite Pyramid of Khufu (GI-d)""","Hawass, Zahi. ""The Discovery of the Satellite Pyramid of Khufu (GI-d)."" In Peter Der Manuelian, ed. <I>Studies in Honor of William Kelly Simpson</I> 1. Boston: Museum of Fine Arts, Boston, 1996, pp. 379-398.",1996,Y:\\images\MFA-images\Giza\GizaImage\full\library\,hawass_fs_simpson1996.pdf
477,1,251,"Kunst des Alten Reich, pp. 91-95, ""A Group of Unique Statues Discovered at Giza I: Statues of the Overseers of the Pyramid Builders.""","Hawass, Zahi. ""A Group of Unique Statues Discovered at Giza I: Statues of the Overseers of the Pyramid Builders."" In <I>Kunst des Alten Reiches: Symposium im Deutschen Archäologischen Institut Kairo am 29. und 30. Oktober 1991</I>. Mainz: Verlag Philipp von Zabern, 1995, pp. 91-95.",1995,Y:\\images\MFA-images\Giza\GizaImage\full\library\,hawass_kunst_des_ar_91-95.pdf
477,1,294,"Sokar 10 (2005), pp. 10-17, ""Das 'Giza Archiv-Projekt.' Interview mit Peter Der Manuelian""","Haase, Michael. ""Das 'Giza Archiv-Projekt.' Interview mit Peter Der Manuelian."" <I>Sokar</I> 10 (2005), pp. 10-17.",2005,Y:\\images\MFA-images\Giza\GizaImage\full\library\,manuelian_sokar10_2005.pdf
477,1,297,"Iubilate Conlegae: Studies in Memory of Abdel Aziz Sadek, Part 1. Varia Aegyptiaca 10, Nos. 2-3 (1995), pp. 105-124, ""The Discovery of the Pyramidion of the Satellite Pyramid of Khufu [GID], with an Appendix by Josef Dorner""","Hawass, Zahi. ""The Discovery of the Pyramidion of the Satellite Pyramid of Khufu [GID], with an Appendix by Josef Dorner"" In Charles C. Van Siclen III, ed. <I>Iubilate Conlegae. Studies in Memory of Abdel Aziz Sadek</I>, Part 1<I>.</I> <I>Varia Aegyptiaca </I>10, Nos. 2-3 (August-December 1995). San Antonio: Van Siclen Books, 1997, pp. 105-124.",1997,Y:\\images\MFA-images\Giza\GizaImage\full\library\,hawass_va_10_1995.pdf
477,1,299,"Kunst des Alten Reich, pp. 97-101, ""A Group of Unique Statues Discovered at Giza II:  An Unfinished Reserve Head and a Statuette of an Overseer""","Hawass, Zahi. ""A Group of Unique Statues Discovered at Giza II. An Unfinished Reserve Head and a Statuette of an Overseer."" In Rainer Stadelmann and Hourig Sourouzian, eds. <EM>Kunst des Alten Reiches: Symposium im Deutschen Archäologischen Institut Kairo am 29. und 30. Oktober 1991</EM>.&nbsp;<EM> </EM>Sonderschrift des Deutschen Archäologischen Institut Abteilung Kairo 28. Mainz: Verlag Philipp von Zabern, 1995, pp. 97-101.",1995,Y:\\images\MFA-images\Giza\GizaImage\full\library\,hawass_kunst_des_ar_97-101.pdf
477,1,300,"Les Criteres de datation stylistiques a l'ancien empire, pp. 187-208, ""A Group of Unique Statues Discovered at Giza III: The Statues of Jnty-šdw from Tomb GSE 1915""","Hawass, Zahi. ""A Group of Unique Statues Discovered at Giza III: The Statues of Jnty-dw from Tomb GSE 1915."" In Nicolas Grimal, ed. <I>Les Critères de Datation Stylistiques à l'Ancien Empire</I>. Bibliothèque d'Étude 120. Cairo: Institut français d'archéologie orientale, 1998, pp. 187-208.<BR>",1998,Y:\\images\MFA-images\Giza\GizaImage\full\library\,hawass_criteres_187-208.pdf
477,1,307,"Egypt, Israel, and the Ancient Mediterranean World, pp. 21-39, ""The Tombs of the Pyramid Bilders - The Tomb of the Artisan Petety and His Curse""","Hawass, Zahi. ""The Tombs of the Pyramid Bilders - The Tomb of the Artisan Petety and His Curse."" In Gary A. Knoppers and Antoine Hirsch, eds. <I>Egypt, Israel, and the Ancient Mediterranean World: Studies in Honor of Donald B. Redford</I>. Probleme der Ägyptologie 20. Leiden &amp; Boston: Brill, 2004, pp. 21-39.<I></I>",2004,Y:\\images\MFA-images\Giza\GizaImage\full\library\,hawass_fs_redford.pdf
477,1,350,"Egypt and Beyond, pp. 155-161, ""Unique Statues at Giza VI: Two Unknown Statues found in the Western Field and near the Causeway of Khafre""","Hawass, Zahi. ""Unique Statues at Giza VI: Two Unknown Statues found in the Western Field and near the Causeway of Khafre."" In Stephen E. Thompson and Peter Der Manuelian, eds. <I>Egypt and Beyond: Essays Presented to Leonard H. Lesko upon his Retirement from the Wilbour Chair of Egyptology at Brown University June 2005</I>. Providence: Department of Egyptology and Ancient Western Asian Studies, 2008, pp. 155-161. <BR>",2008,Y:\\images\MFA-images\Giza\GizaImage\full\library\,hawass_fs_lesko.pdf
477,1,360,"The Funerary Establishments of Khufu, Khafra and Menkaura during the Old Kingdom","Hawass, Zahi A. <I>The Funerary Establishments of Khufu, Khafra and Menkaura during the Old Kingdom</I>. Ph.D. Dissertation, University of Peynnsylvania, 1987.",1987,Y:\\images\MFA-images\Giza\GizaImage\full\library\,hawass_diss_1987.pdf
477,1,418,"Studies in Honor of Ali Radwan, pp. 25-38, ""Unique Statues from Giza V: The Exceptional Statue of the Priest Kai and His Family""","Hawass, Zahi. ""Unique Statues at Giza V: The Exceptional Statue of the Priest Kai and His Family."" In Khaled Daoud, Shafia Bedier &amp; Sawsan Abd el-Fatah, eds. <I>Studies in Honor of Ali Radwan</I>. Supplément aux Annales du Service des Antiquités de l'Égypte, no. 34. Cairo: Supreme Council of Antiquities, 2005, pp. 25-38. <BR><BR>",2005,Y:\\images\MFA-images\Giza\GizaImage\full\library\,hawass_fs_radwan.pdf
477,1,430,"Structure and Significance: Thoughts on Ancient Egyptian Architecture, pp. 305-334, ""Khufu's National Project: The Great Pyramid of Giza in the Year 2528 B.C.""","Hawass, Zahi. ""Khufu's National Project: The Great Pyramid of Giza in the Year 2528 B.C."" In Peter Jánosi, ed. <I>Structure and Significance: Thoughts on Ancient Egyptian Architecture</I>, Vienna: Verlag der Österreichischen Akademie der Wissenschaften, 2005, pp. 305-334.<BR>",2005,Y:\\images\MFA-images\Giza\GizaImage\full\library\,hawass_fs_arnold_305to334.pdf
477,1,433,"Ancient Egyptian and Mediterranean Studies in Memory of William A. Ward, pp. 149-162, ""Queen Khamerernebty II and Her Sculpture""","Lesko, Barbara S. ""Queen Khamerernebty II and Her Sculpture."" In Leonard H. Lesko, ed. <I>Ancient Egyptian and Mediterranean Studies in Memory of William A. Ward</I>, Providence: Department of Egyptology and Ancient Western Asian Studies, Brown University, 1998, pp. 149-162.",1998,Y:\\images\MFA-images\Giza\GizaImage\full\library\,lesko_gs_ward_1998.pdf
477,1,448,"The World of Ancient Egypt. Essays in Honor of Ahmed Abd el-Qader el-Sawi, pp. 113-120, ""Proposed Hypothesis, Testing and Documentation, and Actions to be Taken for the Conservation of the Sphinx""","Gnaedinger, John P. ""Proposed Hypothesis, Testing and Documentation, and Actions to be Taken for the Conservation of the Sphinx."" In Khaled Daoud &amp; Sawsan Abd el-Fatah, eds. <I>The World of Ancient Egypt. Essays in Honor of Ahmed Abd el-Qader el-Sawi</I>. Supplément aux Annales du Service des Antiquités de l'Égypte, no. 35. Cairo: Supreme Council of Antiquities, 2006, pp. 113-120.",2006,Y:\\images\MFA-images\Giza\GizaImage\full\library\,gnaedinger_fs_el-sawi.pdf
477,1,449,"Mitteilungen des Deutschen Archäologischen Instituts, Abteilung Kairo 53 (1997), pp. 289-293, ""The Discovery of a Pair-Statue near the Pyramid of Menkaure at Giza""","Hawass, Zahi. ""The Discovery of a Pair-Statue near the Pyramid of Menkaure at Giza."" <I>Mitteilungen des Deutschen Archäologischen Instituts, Abteilung Kairo</I> 53 (1997), pp. 289-293.<BR>",1997,Y:\\images\MFA-images\Giza\GizaImage\full\library\,hawass_mdaik53_1997.pdf
477,1,450,"The World of Ancient Egypt. Essays in Honor of Ahmed Abd el-Qader el-Sawi, pp. 121-145, ""The Excavation at Kafr el Gebel Season 1987-1988""","Hawass, Zahi. ""The Excavation at Kafr el Gebel Season 1987-1988."" In Khaled Daoud &amp; Sawsan Abd el-Fatah, eds. <I>The World of Ancient Egypt. Essays in Honor of Ahmed Abd el-Qader el-Sawi</I>. Supplément aux Annales du Service des Antiquités de l'Égypte, no. 35. Cairo: Supreme Council of Antiquities, 2006, pp. 121-145.<BR>",2006,Y:\\images\MFA-images\Giza\GizaImage\full\library\,hawass_fs_el-sawi.pdf
477,1,464,"Egyptian Art in the Age of the Pyramids, pp. 154-165, ""Excavating the Old Kingdom. The Egyptian Archaeologists""","Hawass, Zahi. ""Excavating the Old Kingdom. The Egyptian Archaeologists."" In <I>Egyptian Art in the Age of the Pyramids</I>. New York: The Metropolitan Museum of Art, 1999, pp. 154-165.",1999,Y:\\images\MFA-images\Giza\GizaImage\full\library\,hawass_eg_art_pyrs_154-164.pdf
477,1,465,"Bulletin of the Egyptological Seminar, pp. 97-108, ""Royal Figures Found in Petrie's So-called Workmen's Barracks at Giza""","Hawass, Zahi. ""Royal Figures Found in Petrie's So-called Workmen's Barracks at Giza."" In <I>Studies in Honor of James F. Romano. Bulletin of the Egyptological Seminar </I>17 (2007), pp. 97-108.<I><BR></I>",2007,Y:\\images\MFA-images\Giza\GizaImage\full\library\,hawass_bes_17_2007.pdf
477,1,466,"Zeichen aus dem Sand, pp. 211-218, ""A Statue of Menkaure Found in Luxor""","Hawass, Zahi. ""A Statue of Menkaure Found in Luxor."" In Eva-Maria Engel, Vera Müller &amp; Ulrich Hartung, eds. <I>Zeichen aus dem Sand. Streiflichter aus Ägyptens Geschichte zu Ehren von Günter Dreyer</I>. MENES 5. Wiesbaden: Harassowitz Verlag, 2008, pp. 211-218.<BR>",2008,Y:\\images\MFA-images\Giza\GizaImage\full\library\,hawass_fs_dreyer_211-218.pdf
477,1,475,"The Archaeology and Art of Ancient Egypt, Vol. I, pp. 291-308, ""The Mastabas of Ankh-haf (G 7510) and Akhethetep and Meretites (G 7650) in the Eastern Cemetery at Giza: A Reassessment""","Flentye, Laurel. ""The Mastabas of Ankh-haf (G 7510) and Akhethetep and Meretites (G 7650) in the Eastern Cemetery at Giza: A Reassessment."" In Zahi Hawass and Janet Richards, eds. <I>The Archaeology and Art of Ancient Egypt. Essays in Honor of David B. O'Connor</I>, Vol. I. Annales du Service des Antiquités de l'Égypte, Cahier no. 36. Cairo: Supreme Council of Antiquities, 2007, pp. 291-308.<BR>",2007,Y:\\images\MFA-images\Giza\GizaImage\full\library\,flentye_fs_oconnor.pdf
477,1,476,"The Archaeology and Art of Ancient Egypt, Vol. I, pp. 379-397, ""The Discovery of the Osiris Shaft at Giza""","Hawass, Zahi. ""The Discovery of the Osiris Shaft at Giza."" In Zahi Hawass and Janet Richards, eds. <I>The Archaeology and Art of Ancient Egypt. Essays in Honor of David B. O'Connor</I>, Vol. I. Annales du Service des Antiquités de l'Égypte, Cahier no. 36. Cairo: Supreme Council of Antiquities, 2007, pp. 379-397.",2007,Y:\\images\MFA-images\Giza\GizaImage\full\library\,hawass_fs_oconnor.pdf
477,1,477,"The Archaeology and Art of Ancient Egypt, Vol. II, pp. 33-38, ""A Rishi Coffin from Giza and the Development of This Type of Mummy Case""","Lacovara, Peter. ""A Rishi Coffin from Giza and the Development of This Type of Mummy Case."" In Zahi Hawass and Janet Richards, eds. <I>The Archaeology and Art of Ancient Egypt. Essays in Honor of David B. O'Connor</I>, Vol. II. Annales du Service des Antiquités de l'Égypte, Cahier no. 36. Cairo: Supreme Council of Antiquities, 2007, pp. 33-38.",2007,Y:\\images\MFA-images\Giza\GizaImage\full\library\,lacovara_fs_oconnor.pdf
477,1,478,"The Archaeology and Art of Ancient Egypt, Vol. II, pp. 59-81, ""Beds for Bowabs in a Pyramid City""","Lehner, Mark. ""Beds for Bowabs in a Pyramid City."" In Zahi Hawass and Janet Richards, eds. <I>The Archaeology and Art of Ancient Egypt. Essays in Honor of David B. O'Connor</I>, Vol. II. Annales du Service des Antiquités de l'Égypte, Cahier no. 36. Cairo: Supreme Council of Antiquities, 2007, pp. 59-81.",2007,Y:\\images\MFA-images\Giza\GizaImage\full\library\,lehner_fs_oconnor.pdf
477,1,479,"The Archaeology and Art of Ancient Egypt, Vol. II, pp. 191-205, ""The Scheme 2 x 4 in the Decoration of Old Kingdom Tombs""","Mysliwiec, Karol. ""The Scheme 2 x 4 in the Decoration of Old Kingdom Tombs."" In Zahi Hawass and Janet Richards, eds. <I>The Archaeology and Art of Ancient Egypt. Essays in Honor of David B. O'Connor</I>, Vol. II. Annales du Service des Antiquités de l'Égypte, Cahier no. 36. Cairo: Supreme Council of Antiquities, 2007, pp. 191-205.",2007,Y:\\images\MFA-images\Giza\GizaImage\full\library\,mysliwiec_fs_oconnor.pdf
477,1,480,"The Archaeology and Art of Ancient Egypt, Vol. II, pp. 369-380, ""'Water Carrier' or the Like in the Ancient Egyptian Sources and Its Resemblance to Dilmun Glyptic Art""","Shaheen, Alaa el-din M. ""'Water Carrier' or the Like in the Ancient Egyptian Sources and Its Resemblance to Dilmun Glyptic Art."" In Zahi Hawass and Janet Richards, eds. <I>The Archaeology and Art of Ancient Egypt. Essays in Honor of David B. O'Connor</I>, Vol. II. Annales du Service des Antiquités de l'Égypte, Cahier no. 36. Cairo: Supreme Council of Antiquities, 2007, pp. 369-380.",2007,Y:\\images\MFA-images\Giza\GizaImage\full\library\,shaheen_fs_oconnor.pdf
477,1,482,"The Followers of Horus, pp. 327-336, ""A Burial with an Unusual Plaster Mask in the Western Cemetery of Khufu's Pyramid""","Hawass, Zahi. ""A Burial with an Unusual Plaster Mask in the Western Cemetery of Khufu's Pyramid."" In Renée Friedman and Barbara Adams, eds. <I>The Followers of Horus. Studies dedicated to Michael Allen Hoffman 1944-1990</I>. Egyptian Studies Association Publication No. 2. Oxbow Monograph 20. Oxford: Oxbow Books, 1992, pp. 327-336.<BR>",1992,Y:\\images\MFA-images\Giza\GizaImage\full\library\,hawass_gs_hoffman.pdf
477,1,483,"Études sur l'Ancien Empire et la nécropole de Saqqâra dédiées à Jean-Philippe Lauer, pp. 245-256, ""The Discovery of the Harbors of Khufu and Khafre at Giza""","Hawass, Zahi. ""The Discovery of the Harbors of Khufu and Khafre at Gîza."" In Catherine Berger and Bernard Mathieu, eds. <I>Études sur l'Ancien Empire et la nécropole de Saqqâra dédiées à Jean-Philippe Lauer</I>. Orientalia Monspeliensia IX. Montpellier: Université Paul Valéry, 1997, pp. 245-256.<BR><BR>",1997,Y:\\images\MFA-images\Giza\GizaImage\full\library\,hawass_fs_lauer.pdf
477,1,485,"Mélanges Gamal Eddin Mokhtar, vol. I, pp. 379-394, ""The Khufu Statuette: Is it an Old Kingdom Sculpture?""","Hawass, Zahi. ""The Khufu Statuette: Is it an Old Kingdom Sculpture?"" In Paule Posener-Kriéger, ed. <I>Mélanges Gamal Eddin Mokhtar</I>, vol. I. Cairo: Institut Français d'Archéologie Orientale, 1985, pp. 379-394.<BR>",1985,Y:\\images\MFA-images\Giza\GizaImage\full\library\,hawass_fs_mokhtar.pdf
477,1,486,"Stationen. Beiträge zur Kulturgeschichte Ägyptens, pp. 53-62, ""Pyramid Construction. New Evidence Discovered at Giza""","Hawass, Zahi. ""Pyramid Construction. New Evidence Discovered at Giza."" In Heike Guksch and Daniel Polz, eds. <I>Stationen. Beiträge zur Kulturgeschichte Ägyptens Rainer Stadelmann gewidmet</I>, Mainz: Philipp von Zabern, 1998, pp. 53-62.<BR>",1998,Y:\\images\MFA-images\Giza\GizaImage\full\library\,hawass_fs_stadelmann.pdf
477,1,510,"Mitteilungen des Deutschen Archäologischen Instituts, Abteilung Kairo 47 (1991), pp. 157-162, ""The Statue of the Dwarf Pr-n(j)-anx(w) Recently Discovered at Giza""","Hawass, Zahi. ""The Statue of the Dwarf Pr-n(j)-anx(w) Recently Discovered at Giza."" <I>Festschrift für Werner Kaiser. Mitteilungen des Deutschen Archäologischen Instituts, Abteilung Kairo</I> 47 (1991), pp. 157-162.",1991,Y:\\images\MFA-images\Giza\GizaImage\full\library\,hawass_mdaik_47_1991.pdf
477,1,513,"Egyptian Art in the Age of the Pyramids, pp. 138-153, ""Excavating the Old Kingdom. The Giza Necropolis and Other Mastaba Fields""","Manuelian, Peter Der. ""Excavating the Old Kingdom. The Giza Necropolis and Other Mastaba Fields."" In <I>Egyptian Art in the Age of the Pyramids</I>. New York: The Metropolitan Museum of Art, 1999, pp. 138-153.",1999,Y:\\images\MFA-images\Giza\GizaImage\full\library\,manuelian_eg_art_138-53.pdf
477,1,520,"Sesto Congresso Internazionale di Egittologia. Atti, Volume II, pp. 177-195, ""The Great Sphinx at Giza: Date and Function""","Hawass, Zahi. ""The Great Sphinx at Giza: Date and Function."" In Gian Maria Zaccone and Tomaso Ricardi di Netro (eds.) <I>Sesto Congresso Internazionale di Egittologia.</I> Atti, Volume II. Turin, 1993, pp. 177-195.",1993,Y:\\images\MFA-images\Giza\GizaImage\full\library\,hawass_ice_6.2.pdf
477,1,521,"Sesto Congresso Internazionale di Egittologia. Atti, Volume I, pp. 241-242, ""Recent Discoveries at Giza Plateau""","Hawass, Zahi. ""Recent Discoveries at Giza Plateau."" In Gian Maria Zaccone and Tomaso Ricardi di Netro (eds.) <I>Sesto Congresso Internazionale di Egittologia. </I>Atti, Volume I. Turin, 1993, pp. 241-242.",1993,Y:\\images\MFA-images\Giza\GizaImage\full\library\,hawass_ice_6.1.pdf
477,1,522,"KMT 8, no. 2 (Summer 1997), pp. 16-25, ""Zahi Hawass talks to KMT about matters on the Giza Plateau (Interview)""","Hawass, Zahi. ""Zahi Hawass talks to KMT about matters on the Giza Plateau (Interview)."" <I>KMT</I> 8, no. 2 (Summer 1997), pp. 16-25.<BR>",Summer 1997,Y:\\images\MFA-images\Giza\GizaImage\full\library\,hawass_kmt_8.2_1997.pdf
477,1,543,"The Archaeology and Art of Ancient Egypt, Vol. I, pp. 357-377, ""Droughts, Famine and the Collapse of the Old Kingdom: Re-Reading Ipuwer""","Hassan, Fekri A. ""Droughts, Famine and the Collapse of the Old Kingdom: Re-Reading Ipuwer."" In Zahi A. Hawass and Janet Richards, eds. <I>The Archaeology and Art of Ancient Egypt. Essays in Honor of David B. O'Connor</I>, Vol. I. Annales du Service des Antiquités de l'Egypte, Cahier no. 36. Cairo: Supreme Council of Antiquities, 2007, pp. 357-377.<BR>",2007,Y:\\images\MFA-images\Giza\GizaImage\full\library\,hassan_fs_oconnor.pdf
477,1,551,The Pyramids and Temples of Gizeh,"Petrie, W. M. Flinders. <I>The Pyramids and Temples of Gizeh.</I> London: Histories &amp; Mysteries of Man Ltd., 1990 (1st ed. London: Field and Tuer, 1883). <BR>",1883,Y:\\images\MFA-images\Giza\GizaImage\full\library\,petrie_gizeh.pdf
477,1,561,The Secrets of the Sphinx,"Hawass, Zahi. <I>The Secrets of the Sphinx</I>. Cairo: American University in Cairo Press, 1998.<BR>",1998,Y:\\images\MFA-images\Giza\GizaImage\full\library\,hawass_sphinx.pdf
477,1,603,"Journal of Egyptian Archaeology 95 (2009), pp. 105-140, ""On the Early History of Giza: The ‘Lost’ Wadi Cemetery (Giza Archives Gleanings, III)""","Manuelian, Peter Der. ""On the Early History of Giza: The 'Lost' Wadi Cemetery (Giza Archives Gleanings, III)."" <I>Journal of Egyptian Archaeology </I>95 (2009), pp. 105-140.<BR>",2009,Y:\\images\MFA-images\Giza\GizaImage\full\library,manuelian_jea_95_2009.pdf
477,1,608,"Perspectives on Ancient Egypt, pp. 235–272, ""A Dig Divided: The Giza Mastaba of Heti, G 5480 (Giza Archives Gleaning IV)""","Manuelian, Peter Der. ""A Dig Divided: The Giza Mastaba of Heti, G 5480 (Giza Archives Gleaning IV)."" In Zahi Hawass, Peter Der Manuelian and Ramadan Hussein, eds. <I>Perspectives on Ancient Egypt. Studies in Honor of Edward Brovarski</I>. CASAE 40. Cairo: Supreme Council of Antiquities, 2010, pp. 235-272.",2010,Y:\\images\MFA-images\Giza\GizaImage\full\library,manuelian_fs_brovarski.pdf
477,1,621,The Builders of the Pyramids,"Hawass, Zahi. <I>The Builders of the Pyramids</I>. Cairo: Nahdet Misr Publishing &amp; Printing, 2008.",2008,Y:\\images\MFA-images\Giza\GizaImage\full\library,hawass_pyramid_builders.pdf
477,1,651,"Hommages à Jean Leclant, pp. 201-216, ""The Passage under the Sphinx""","Hawass, Zahi and Mark Lehner. ""The Passage under the Sphinx."" In Catherine Berger, Gisèle Clerc and Nicolas Grimal, eds. <I>Hommages à Jean Leclant. Volume 1: Études Pharaoniques</I>. Bibliothèque d'Étude 106/1. Cairo: Institut Français d'Archéolgie Orientale, 1994, pp. 201-216.",1994,Y:\\images\MFA-images\Giza\GizaImage\full\library,hawass_lehner_fs_leclant.pdf
477,1,927,"""The Egyptian Monuments: Problems and Solutions""","Hawass, Zahi. ""The Egyptian Monuments: Problems and Solutions."" <EM>International Journal of Cultural Property</EM> 1/4 (1995), pp. 105-117.",NULL,Y:\documents,hawass_ijcp1_1995.pdf
